Composer,Work Title,Movement,henle,YouTube Link 1,YouTube Link 2,YouTube Link 3,Unnamed: 6,audio_id,audio_path,original_id,split
LUDWIG VAN BEETHOVEN,Piano Sonata (Funeral March) A flat major op. 26,mvt. 2,7,https://www.youtube.com/watch?v=04JM9YV58bs,https://www.youtube.com/shorts/J384ENa4Ui0,https://www.youtube.com/watch?v=hdhVqI5dLTg,,04JM9YV58bs,04JM9YV58bs.wav,c-12,train
LUDWIG VAN BEETHOVEN,Piano Sonata (Funeral March) A flat major op. 26,mvt. 3,7,https://www.youtube.com/watch?v=OaHmbNI2Bgk,,,,OaHmbNI2Bgk,OaHmbNI2Bgk.wav,c-12,train
LUDWIG VAN BEETHOVEN,Piano Sonata (Funeral March) A flat major op. 26,mvt. 4,7,https://www.youtube.com/watch?v=e1IwPMmBVr0,https://www.youtube.com/watch?v=naZOMc0iVmM,https://www.youtube.com/watch?v=D8F9lX_fpYU,https://www.youtube.com/shorts/J384ENa4Ui0,e1IwPMmBVr0,e1IwPMmBVr0.wav,c-12,train
LUDWIG VAN BEETHOVEN,"Piano Sonata (Moonlight Sonata) c sharp minor op. 27,2",mvt. 1,7,https://www.youtube.com/watch?v=EUn3oo47Z1A,,,,EUn3oo47Z1A,EUn3oo47Z1A.wav,c-14,val
LUDWIG VAN BEETHOVEN,"Piano Sonata (Moonlight Sonata) c sharp minor op. 27,2",mvt. 2,7,https://www.youtube.com/watch?v=AXQVmhL_Ptg,,,,AXQVmhL_Ptg,AXQVmhL_Ptg.wav,c-14,val
LUDWIG VAN BEETHOVEN,"Piano Sonata (Moonlight Sonata) c sharp minor op. 27,2",mvt. 3,7,https://www.youtube.com/watch?v=yoGKROIcrK8,,,,yoGKROIcrK8,yoGKROIcrK8.wav,c-14,val
LUDWIG VAN BEETHOVEN,Piano Sonata (Pastorale) D major op. 28,mvt. 1,7,https://www.youtube.com/watch?v=BhaKi_lupwI,,,,BhaKi_lupwI,BhaKi_lupwI.wav,c-15,val
LUDWIG VAN BEETHOVEN,Piano Sonata (Pastorale) D major op. 28,mvt. 2,7,https://www.youtube.com/watch?v=JOwrABS7sfI,,,,JOwrABS7sfI,JOwrABS7sfI.wav,c-15,val
LUDWIG VAN BEETHOVEN,Piano Sonata (Pastorale) D major op. 28,mvt. 3,7,https://www.youtube.com/watch?v=qxOuZUFufiM,https://www.youtube.com/watch?v=e_k4ID4fqVg,https://www.youtube.com/watch?v=0w3brw6EHKA,https://www.youtube.com/watch?v=ZSD6kUvTNGo,qxOuZUFufiM,qxOuZUFufiM.wav,c-15,val
LUDWIG VAN BEETHOVEN,Piano Sonata (Pastorale) D major op. 28,mvt. 4,7,https://www.youtube.com/watch?v=DKJYM6eiR78,,https://www.youtube.com/watch?v=lNzk0ANpl_k,https://www.youtube.com/watch?v=Ktyvj2r6asc,DKJYM6eiR78,DKJYM6eiR78.wav,c-15,val
LUDWIG VAN BEETHOVEN,"Piano Sonata (Hunting) E flat major op. 31,3",mvt. 1,7,https://www.youtube.com/watch?v=jgvXohcan_E,,,,jgvXohcan_E,jgvXohcan_E.wav,c-18,train
LUDWIG VAN BEETHOVEN,"Piano Sonata (Hunting) E flat major op. 31,3",mvt. 2,7,https://www.youtube.com/watch?v=0Cn_ZMsaH1o,https://www.youtube.com/watch?v=WRTXLIWnRYI,https://www.youtube.com/watch?v=wP_PmTsrsZ0,https://www.youtube.com/watch?v=kLkCIMWFCcs,0Cn_ZMsaH1o,0Cn_ZMsaH1o.wav,c-18,train
LUDWIG VAN BEETHOVEN,"Piano Sonata (Hunting) E flat major op. 31,3",mvt. 3,7,https://www.youtube.com/watch?v=nCLj4GgTKZc,https://www.youtube.com/shorts/J384ENa4Ui0,https://www.youtube.com/watch?v=T_zrU5gVUtU,,nCLj4GgTKZc,nCLj4GgTKZc.wav,c-18,train
LUDWIG VAN BEETHOVEN,"Piano Sonata (Hunting) E flat major op. 31,3",mvt. 4,7,https://www.youtube.com/watch?v=akFrB6o1dws,https://www.youtube.com/watch?v=AtMjmbisuHc,https://www.youtube.com/watch?v=XAROZAwNdg4,https://www.youtube.com/shorts/J384ENa4Ui0,akFrB6o1dws,akFrB6o1dws.wav,c-18,train
DOMENICO SCARLATTI,Piano Sonata D major K. 122,,7,https://www.youtube.com/watch?v=7Om8zV5Sn4s,https://www.youtube.com/watch?v=4yBQlZ06G40,https://www.youtube.com/watch?v=X-JaVGYG2i8,https://www.youtube.com/watch?v=4zpE_qpG__k,7Om8zV5Sn4s,7Om8zV5Sn4s.wav,c-189,train
DOMENICO SCARLATTI,Piano Sonata B flat major K. 442,,7,https://www.youtube.com/watch?v=r2fJ4pS1q6Y,https://www.youtube.com/watch?v=r2fJ4pS1q6Y,,,r2fJ4pS1q6Y,r2fJ4pS1q6Y.wav,c-191,val
DOMENICO SCARLATTI,Piano Sonata A major K. 113,,7,https://www.youtube.com/watch?v=YLe6qWDAWYA,https://www.youtube.com/watch?v=zo3ZfKOcTGU,https://www.youtube.com/watch?v=mICCTTqNfo0,https://www.youtube.com/watch?v=wya7Ru8Xje0,YLe6qWDAWYA,YLe6qWDAWYA.wav,c-193,train
DOMENICO SCARLATTI,Piano Sonata D major K. 492,,7,https://www.youtube.com/watch?v=5cZdwVWxFxQ,https://www.youtube.com/watch?v=DzvWkrxSHLI,https://www.youtube.com/watch?v=CJuVa5_ScfE,https://www.youtube.com/watch?v=flViJmIgEmA,5cZdwVWxFxQ,5cZdwVWxFxQ.wav,c-196,train
DOMENICO SCARLATTI,Piano Sonata C major K. 502,,7,https://www.youtube.com/watch?v=hV38rXKVgeI,https://www.youtube.com/watch?v=XGQ1KBsa72A,https://www.youtube.com/watch?v=_i0qCOA6RfQ,https://www.youtube.com/watch?v=1RxOrZx4joY,hV38rXKVgeI,hV38rXKVgeI.wav,c-197,val
LUDWIG VAN BEETHOVEN,"Piano Sonata A major op. 2,2",mvt. 1,7,https://www.youtube.com/watch?v=Uc15Ea1iXdw,,,,Uc15Ea1iXdw,Uc15Ea1iXdw.wav,c-2,train
LUDWIG VAN BEETHOVEN,"Piano Sonata A major op. 2,2",mvt. 2,7,https://www.youtube.com/watch?v=UhxeG2tAuYg,,,,UhxeG2tAuYg,UhxeG2tAuYg.wav,c-2,train
LUDWIG VAN BEETHOVEN,"Piano Sonata A major op. 2,2",mvt. 3,7,https://www.youtube.com/watch?v=EulIVulRt3Q,https://www.youtube.com/watch?v=r1g4tFxdsi8,https://www.youtube.com/watch?v=FJrIR5tA8SI,,EulIVulRt3Q,EulIVulRt3Q.wav,c-2,train
LUDWIG VAN BEETHOVEN,"Piano Sonata A major op. 2,2",mvt. 4,7,https://www.youtube.com/watch?v=bu13FKWDP_s,,,,bu13FKWDP_s,bu13FKWDP_s.wav,c-2,train
FRÉDÉRIC CHOPIN,Berceuse D flat major op. 57,,7,https://www.youtube.com/watch?v=FZtBwlxL0Aw,https://www.youtube.com/watch?v=v1CXY5NHvms,https://www.youtube.com/watch?v=aYD-8N6PmpU,https://www.youtube.com/watch?v=VMr7zCIGXcU,FZtBwlxL0Aw,FZtBwlxL0Aw.wav,c-212,test
FRÉDÉRIC CHOPIN,"Etude E major op. 10,3",,7,https://www.youtube.com/watch?v=bzBH9Nm1BP8,https://www.youtube.com/watch?v=JS7KfOyMEIY,https://www.youtube.com/watch?v=emvuer7jsf0,https://www.youtube.com/watch?v=GU7bY13EcCk,bzBH9Nm1BP8,bzBH9Nm1BP8.wav,c-214,val
FRÉDÉRIC CHOPIN,"Etude G flat major op. 10,5",,7,https://www.youtube.com/watch?v=G10qXpF3cqI,https://www.youtube.com/watch?v=8tcnuRsfgUQ,https://www.youtube.com/watch?v=jaMA8LWW3C0,https://www.youtube.com/watch?v=6fGfxxwDH-A,G10qXpF3cqI,G10qXpF3cqI.wav,c-215,train
FRÉDÉRIC CHOPIN,Fantaisie-Impromptu c sharp minor op. 66,,7,https://www.youtube.com/watch?v=6bYdZo4MYEw,https://www.youtube.com/watch?v=x93pwAvUkAA,https://www.youtube.com/watch?v=nP1b3pYK3QQ,https://www.youtube.com/watch?v=c-28UAZHOn0,6bYdZo4MYEw,6bYdZo4MYEw.wav,c-216,train
FRÉDÉRIC CHOPIN,Waltz A flat major op. 42,,7,https://www.youtube.com/watch?v=D92xATclLHs,https://www.youtube.com/watch?v=9xDtwYJx7yc,https://www.youtube.com/watch?v=OMJbJzYuVjY,https://www.youtube.com/watch?v=4b9vilZx4dc,D92xATclLHs,D92xATclLHs.wav,c-218,val
LUDWIG VAN BEETHOVEN,Piano Sonata F major op. 54,mvt. 1,7,https://www.youtube.com/watch?v=1iGpE0TWArs,,https://www.youtube.com/watch?v=PfWo5apOL1M,,1iGpE0TWArs,1iGpE0TWArs.wav,c-22,test
LUDWIG VAN BEETHOVEN,Piano Sonata F major op. 54,mvt. 2,7,https://www.youtube.com/watch?v=lXIgdoRPmbo,,,,lXIgdoRPmbo,lXIgdoRPmbo.wav,c-22,test
FRÉDÉRIC CHOPIN,Polonaise f sharp minor op. 44,,7,https://www.youtube.com/watch?v=ehm_kDU563Q,,,,ehm_kDU563Q,ehm_kDU563Q.wav,c-226,train
FRÉDÉRIC CHOPIN,Scherzo b flat minor op. 31,,7,https://www.youtube.com/watch?v=z_MwPdr7WXQ,,,,z_MwPdr7WXQ,z_MwPdr7WXQ.wav,c-228,test
WOLFGANG AMADEUS MOZART,Piano Sonata a minor KV 310 (300d),mvt. 1,7,https://www.youtube.com/watch?v=nd8f7LR3aVY,https://www.youtube.com/watch?v=luSaXUJWjn4,https://www.youtube.com/watch?v=XEayoTaHlL0,,nd8f7LR3aVY,nd8f7LR3aVY.wav,c-234,train
WOLFGANG AMADEUS MOZART,Piano Sonata a minor KV 310 (300d),mvt. 2,7,https://www.youtube.com/watch?v=xXi3dl5R92c,https://www.youtube.com/watch?v=C4OBBAn0lxg,,,xXi3dl5R92c,xXi3dl5R92c.wav,c-234,train
WOLFGANG AMADEUS MOZART,Piano Sonata a minor KV 310 (300d),mvt. 3,7,https://www.youtube.com/watch?v=C4OBBAn0lxg,https://www.youtube.com/watch?v=cbbEl_CnbmE,https://www.youtube.com/watch?v=a1ed_iL7jNM,https://www.youtube.com/watch?v=WtpXpQ__ZHA,C4OBBAn0lxg,C4OBBAn0lxg.wav,c-234,train
WOLFGANG AMADEUS MOZART,Piano Sonata D major KV 576,mvt. 1,7,https://www.youtube.com/watch?v=G4-PfGMb2ZI,https://www.youtube.com/watch?v=XEayoTaHlL0,https://www.youtube.com/watch?v=1izDflB-_5M,https://www.youtube.com/watch?v=V5l8ryu7I_U,G4-PfGMb2ZI,G4-PfGMb2ZI.wav,c-239,train
WOLFGANG AMADEUS MOZART,Piano Sonata D major KV 576,mvt. 2,7,https://www.youtube.com/watch?v=WkSi8hj0V2k,https://www.youtube.com/watch?v=cE2R8a5ry6E,https://www.youtube.com/watch?v=i5C8MQayNiQ,,WkSi8hj0V2k,WkSi8hj0V2k.wav,c-239,train
WOLFGANG AMADEUS MOZART,Piano Sonata D major KV 576,mvt. 3,7,https://www.youtube.com/watch?v=9B12e-QcZBs,https://www.youtube.com/watch?v=2iO3Nw-dXZ8,https://www.youtube.com/watch?v=KF2i2KQGtAE,https://www.youtube.com/watch?v=N_sk84dNs74,9B12e-QcZBs,9B12e-QcZBs.wav,c-239,train
LUDWIG VAN BEETHOVEN,Piano Sonata (A Thérèse) F sharp major op. 78,mvt. 1,7,https://www.youtube.com/watch?v=DtKME06sM64,,,,DtKME06sM64,DtKME06sM64.wav,c-24,train
LUDWIG VAN BEETHOVEN,Piano Sonata (A Thérèse) F sharp major op. 78,mvt. 2,7,https://www.youtube.com/watch?v=L9_6vLzirMM,https://www.youtube.com/watch?v=6BbPrWQADYE,https://www.youtube.com/shorts/J384ENa4Ui0,https://www.youtube.com/watch?v=UYC9-waBmu8,L9_6vLzirMM,L9_6vLzirMM.wav,c-24,train
LUDWIG VAN BEETHOVEN,Piano Sonata (Sonatina) G major op. 79,mvt. 1,7,https://www.youtube.com/watch?v=nHNuPD0DAJM,https://www.youtube.com/watch?v=1duIBQPjw-o,https://www.youtube.com/watch?v=Dzr8pJ2VpYc,https://www.youtube.com/watch?v=sjEbp96ugME,nHNuPD0DAJM,nHNuPD0DAJM.wav,c-25,val
LUDWIG VAN BEETHOVEN,Piano Sonata (Sonatina) G major op. 79,mvt. 2,7,https://www.youtube.com/watch?v=Dzr8pJ2VpYc,https://www.youtube.com/watch?v=mim_E641j3Y,https://www.youtube.com/watch?v=D_2uSkZWhwk,https://www.youtube.com/watch?v=QcdIX5xyvvk,Dzr8pJ2VpYc,Dzr8pJ2VpYc.wav,c-25,val
LUDWIG VAN BEETHOVEN,Piano Sonata (Sonatina) G major op. 79,mvt. 3,7,https://www.youtube.com/watch?v=nG_w8HakbiE,https://www.youtube.com/watch?v=amlQiR7f-oM,https://www.youtube.com/watch?v=Dzr8pJ2VpYc,https://www.youtube.com/watch?v=wxanX8Ufk3s,nG_w8HakbiE,nG_w8HakbiE.wav,c-25,val
LUDWIG VAN BEETHOVEN,"7 Piano Variations on ""Kind, willst du ruhig schlafen"" by Winter WoO 75",,7,https://www.youtube.com/watch?v=L1DSXlTHSks,https://www.youtube.com/watch?v=T1ittsj5lho,https://www.youtube.com/watch?v=vYou-hRvulQ,https://www.youtube.com/watch?v=6bi3OAbvWSg,L1DSXlTHSks,L1DSXlTHSks.wav,c-253,train
LUDWIG VAN BEETHOVEN,6 Piano Variations F major op. 34,,7,https://www.youtube.com/watch?v=pavoerJ8uo4,https://www.youtube.com/watch?v=X4wuNugzJ6o,https://www.youtube.com/watch?v=FxzQ0WoKbO4,https://www.youtube.com/watch?v=XFFZgTzpXmE,pavoerJ8uo4,pavoerJ8uo4.wav,c-255,val
LUDWIG VAN BEETHOVEN,6 Piano Variations D major op. 76,,7,https://www.youtube.com/watch?v=sYJPWgw_RrE,https://www.youtube.com/watch?v=_kMDLMw8jLQ,,,sYJPWgw_RrE,sYJPWgw_RrE.wav,c-257,val
FRÉDÉRIC CHOPIN,"Etude C major op. 10,7",,7,https://www.youtube.com/watch?v=CPr0Gw93lJ4,https://www.youtube.com/watch?v=yj8JLHTrSVs,https://www.youtube.com/watch?v=9E82wwNc7r8,https://www.youtube.com/watch?v=RZWjOzBl0zU,CPr0Gw93lJ4,CPr0Gw93lJ4.wav,c-266,train
FRÉDÉRIC CHOPIN,"Etude A flat major op. 10,10",,7,https://www.youtube.com/watch?v=Ry7hbUQkqPg,https://www.youtube.com/watch?v=9E82wwNc7r8,https://www.youtube.com/watch?v=bzBH9Nm1BP8,https://www.youtube.com/watch?v=G10qXpF3cqI,Ry7hbUQkqPg,Ry7hbUQkqPg.wav,c-269,train
LUDWIG VAN BEETHOVEN,Piano Sonata e minor op. 90,mvt. 1,7,https://www.youtube.com/watch?v=0Uw_zPfuATg,,,,https://www.youtube.com/shorts/J384ENa4Ui0,0Uw_zPfuATg.wav,c-27,train
LUDWIG VAN BEETHOVEN,Piano Sonata e minor op. 90,mvt. 2,7,https://www.youtube.com/watch?v=WnTV9OHHbBM,,,,https://www.youtube.com/shorts/J384ENa4Ui0,WnTV9OHHbBM.wav,c-27,train
FRÉDÉRIC CHOPIN,"Etude E flat major op. 10,11",,7,https://www.youtube.com/watch?v=ReKU7eLOG-Y,https://www.youtube.com/watch?v=QwHbC7CeW5o,https://www.youtube.com/watch?v=kWKb61fhSZs,https://www.youtube.com/watch?v=LlA-y4m3Qhw,ReKU7eLOG-Y,ReKU7eLOG-Y.wav,c-270,train
FRÉDÉRIC CHOPIN,"Etude f minor op. 25,2",,7,https://www.youtube.com/watch?v=wOZFXJ3AIQQ,https://www.youtube.com/watch?v=SRQiKkz0rLQ,https://www.youtube.com/watch?v=VCpf-2aVN38,https://www.youtube.com/watch?v=cm7VtX1kfbs,wOZFXJ3AIQQ,wOZFXJ3AIQQ.wav,c-271,train
FRÉDÉRIC CHOPIN,"Etude c sharp minor op. 25,7",,7,https://www.youtube.com/watch?v=9vA8qX_p11w,,,,9vA8qX_p11w,9vA8qX_p11w.wav,c-274,train
FRÉDÉRIC CHOPIN,Impromptu A flat major op. 29,,7,https://www.youtube.com/watch?v=_I72LbBf7OM,https://www.youtube.com/watch?v=J5mCDSY-8Vk,https://www.youtube.com/watch?v=brhFfIWjBQk,https://www.youtube.com/watch?v=zUp342mazkY,_I72LbBf7OM,_I72LbBf7OM.wav,c-276,test
FRÉDÉRIC CHOPIN,Impromptu F sharp major op. 36,,7,https://www.youtube.com/watch?v=1wj7GWxTTWM,,,,1wj7GWxTTWM,1wj7GWxTTWM.wav,c-277,train
FRÉDÉRIC CHOPIN,Impromptu G flat major op. 51,,7,https://www.youtube.com/watch?v=4Qw9dwmyths,,,,4Qw9dwmyths,4Qw9dwmyths.wav,c-278,train
LUDWIG VAN BEETHOVEN,"Piano Sonata C major op. 2,3",mvt. 1,7,https://www.youtube.com/watch?v=UsvnMnd_zoo,,,,UsvnMnd_zoo,UsvnMnd_zoo.wav,c-3,test
LUDWIG VAN BEETHOVEN,"Piano Sonata C major op. 2,3",mvt. 2,7,https://www.youtube.com/watch?v=lzDVbXj8Qk8,,https://www.youtube.com/watch?v=lzDVbXj8Qk8,https://www.youtube.com/watch?v=zWQgbI7-IgU,lzDVbXj8Qk8,lzDVbXj8Qk8.wav,c-3,test
LUDWIG VAN BEETHOVEN,"Piano Sonata C major op. 2,3",mvt. 3,7,https://www.youtube.com/watch?v=FJrIR5tA8SI,https://www.youtube.com/shorts/J384ENa4Ui0,https://www.youtube.com/watch?v=zWQgbI7-IgU,,FJrIR5tA8SI,FJrIR5tA8SI.wav,c-3,test
LUDWIG VAN BEETHOVEN,"Piano Sonata C major op. 2,3",mvt. 4,7,https://www.youtube.com/watch?v=Mq00Vv3ZDYc,,,,Mq00Vv3ZDYc,Mq00Vv3ZDYc.wav,c-3,test
FRÉDÉRIC CHOPIN,"Mazurka B major op. 56,1",,7,https://www.youtube.com/watch?v=JtBAwHdQe9E,https://www.youtube.com/watch?v=AJQHkumK2A8,https://www.youtube.com/watch?v=w2TNVa0c1Hg,https://www.youtube.com/watch?v=RXomKdGJGqs,JtBAwHdQe9E,JtBAwHdQe9E.wav,c-304,train
FRÉDÉRIC CHOPIN,"Mazurka f sharp minor op. 59,3",,7,https://www.youtube.com/watch?v=Q0W8BSP4Msc,https://www.youtube.com/watch?v=7xXercn7zew,https://www.youtube.com/watch?v=fxp3IQ6pxYs,https://www.youtube.com/watch?v=H5D46aHhRDM,Q0W8BSP4Msc,Q0W8BSP4Msc.wav,c-309,test
FRÉDÉRIC CHOPIN,"Nocturne B major op. 9,3",,7,https://www.youtube.com/watch?v=xrb83MEV25I,,https://www.youtube.com/watch?v=xrb83MEV25I,https://www.youtube.com/watch?v=-vowmuXpEQE,xrb83MEV25I,xrb83MEV25I.wav,c-316,test
FRÉDÉRIC CHOPIN,Variations brillantes B flat major op. 12,,7,https://www.youtube.com/watch?v=Mv5G55tVJ6U,,,,Mv5G55tVJ6U,Mv5G55tVJ6U.wav,c-327,train
FRÉDÉRIC CHOPIN,Bolero a minor op. 19,,7,https://www.youtube.com/watch?v=8XQXE7SeYkc,,,,8XQXE7SeYkc,8XQXE7SeYkc.wav,c-328,train
FRÉDÉRIC CHOPIN,Tarantella A flat major op. 43,,7,https://www.youtube.com/watch?v=jzC1kUWLJc4,https://www.youtube.com/watch?v=To8SB_XPjOc,https://www.youtube.com/watch?v=FOMISLBP8Ps,https://www.youtube.com/watch?v=6q8Ku0vItm0,jzC1kUWLJc4,jzC1kUWLJc4.wav,c-329,train
FRÉDÉRIC CHOPIN,"3 Ecossaises D major, G major, D flat major op. 72,3",,7,https://www.youtube.com/watch?v=C7Oa2wtiTbo,https://www.youtube.com/watch?v=HIf94_B5j3w,https://www.youtube.com/watch?v=Vg2bb9e6BPU,https://www.youtube.com/watch?v=MEtIyvr7m7M,C7Oa2wtiTbo,C7Oa2wtiTbo.wav,c-331,val
FRÉDÉRIC CHOPIN,"Prelude G major op. 28,3",,7,https://www.youtube.com/watch?v=cf8o9gsRvBo,https://www.youtube.com/watch?v=mStlxA97i_o,https://www.youtube.com/watch?v=miR6nzxOMBA,https://www.youtube.com/watch?v=CU9RgI9j7Do,cf8o9gsRvBo,cf8o9gsRvBo.wav,c-338,test
FRÉDÉRIC CHOPIN,"Prelude D major op. 28,5",,7,https://www.youtube.com/watch?v=SKPkeX6Uc8Y,https://www.youtube.com/watch?v=82ooMldGsP8,https://www.youtube.com/watch?v=CU9RgI9j7Do,https://www.youtube.com/watch?v=oLoiKXVz9EQ,SKPkeX6Uc8Y,SKPkeX6Uc8Y.wav,c-339,train
FRÉDÉRIC CHOPIN,"Prelude c sharp minor op. 28,10",,7,https://www.youtube.com/watch?v=TZh-dbDgjnQ,https://www.youtube.com/watch?v=fvcZ3D19jUM,https://www.youtube.com/watch?v=XeX4X_1_lo0,https://www.youtube.com/watch?v=viMrBOGIpbI,TZh-dbDgjnQ,TZh-dbDgjnQ.wav,c-342,train
FRÉDÉRIC CHOPIN,"Prelude B major op. 28,11",,7,https://www.youtube.com/watch?v=if581k1tE9U,https://www.youtube.com/watch?v=O486LUQMtsw,https://www.youtube.com/watch?v=PRTaoprQ9DM,https://www.youtube.com/watch?v=GBw0LCSkKPU,if581k1tE9U,if581k1tE9U.wav,c-343,train
FRÉDÉRIC CHOPIN,"Prelude e flat minor op. 28,14",,7,https://www.youtube.com/watch?v=Okbpr_BAVCg,https://www.youtube.com/watch?v=jkG7mxhx36U,https://www.youtube.com/watch?v=CU9RgI9j7Do,https://www.youtube.com/watch?v=rHXOFWZ-vB4,Okbpr_BAVCg,Okbpr_BAVCg.wav,c-346,train
FRÉDÉRIC CHOPIN,"Prelude A flat major op. 28,17",,7,https://www.youtube.com/watch?v=yeuQoUGYEnQ,https://www.youtube.com/watch?v=izer1PdlQvs,https://www.youtube.com/watch?v=yuZe4wgIYzA,https://www.youtube.com/watch?v=OtKmWkhMuGc,yeuQoUGYEnQ,yeuQoUGYEnQ.wav,c-348,test
FRÉDÉRIC CHOPIN,"Prelude E flat major op. 28,19",,7,https://www.youtube.com/watch?v=0SBe5k8VClw,https://www.youtube.com/watch?v=KmAXqpYsU-A,https://www.youtube.com/watch?v=XeX4X_1_lo0,https://www.youtube.com/watch?v=CU9RgI9j7Do,0SBe5k8VClw,0SBe5k8VClw.wav,c-350,train
FRÉDÉRIC CHOPIN,Rondo c minor op. 1,,7,https://www.youtube.com/watch?v=sSeviT0uwLE,,,,sSeviT0uwLE,sSeviT0uwLE.wav,c-355,train
FRÉDÉRIC CHOPIN,"Etude e flat minor op. 10,6",,7,https://www.youtube.com/watch?v=wZ5gJ2qAnOM,https://www.youtube.com/watch?v=7PqeFFLNZZc,https://www.youtube.com/watch?v=w8pwFJFm28s,https://www.youtube.com/watch?v=UOBN7SMfhkE,wZ5gJ2qAnOM,wZ5gJ2qAnOM.wav,c-375,val
LUDWIG VAN BEETHOVEN,"Piano Sonata c minor op. 10,1",mvt. 1,7,https://www.youtube.com/watch?v=KNMR_GsqkqA,https://www.youtube.com/watch?v=tiA-23GC7T4,https://www.youtube.com/shorts/uF_0SSKFMKI,,KNMR_GsqkqA,KNMR_GsqkqA.wav,c-5,train
LUDWIG VAN BEETHOVEN,"Piano Sonata c minor op. 10,1",mvt. 2,7,https://www.youtube.com/watch?v=uuUPc_2WlXY,,,,uuUPc_2WlXY,uuUPc_2WlXY.wav,c-5,train
LUDWIG VAN BEETHOVEN,"Piano Sonata c minor op. 10,1",mvt. 3,7,https://www.youtube.com/watch?v=7xY1VnT1Bdw,https://www.youtube.com/watch?v=84dxH2IMlnY,https://www.youtube.com/watch?v=YJzGW1nPVmc,https://www.youtube.com/watch?v=QbcknIQm3Gg,7xY1VnT1Bdw,7xY1VnT1Bdw.wav,c-5,train
LUDWIG VAN BEETHOVEN,"Piano Sonata F major op. 10,2",mvt. 1,7,https://www.youtube.com/watch?v=vDWBJVQVjIA,,,,vDWBJVQVjIA,vDWBJVQVjIA.wav,c-6,train
LUDWIG VAN BEETHOVEN,"Piano Sonata F major op. 10,2",mvt. 2,7,https://www.youtube.com/watch?v=HWTaa0UE2eA,https://www.youtube.com/watch?v=yhHD3I8vXRg,https://www.youtube.com/watch?v=ps5shTdntFM,https://www.youtube.com/watch?v=Xi1sdgMj2i0,HWTaa0UE2eA,HWTaa0UE2eA.wav,c-6,train
LUDWIG VAN BEETHOVEN,"Piano Sonata F major op. 10,2",mvt. 3,7,https://www.youtube.com/watch?v=yhHD3I8vXRg,https://www.youtube.com/watch?v=Xi1sdgMj2i0,https://www.youtube.com/watch?v=twJmlgd9kPw,https://www.youtube.com/watch?v=yf62xKqnyNc,yhHD3I8vXRg,yhHD3I8vXRg.wav,c-6,train
LUDWIG VAN BEETHOVEN,Piano Sonata (Grande Sonata Pathétique) c minor op. 13,mvt. 1,7,https://www.youtube.com/watch?v=WG6bC0-sr3o,,,,WG6bC0-sr3o,WG6bC0-sr3o.wav,c-8,train
LUDWIG VAN BEETHOVEN,Piano Sonata (Grande Sonata Pathétique) c minor op. 13,mvt. 2,7,https://www.youtube.com/watch?v=1FP7NosLxkw,https://www.youtube.com/watch?v=Ifj8dwuAzAQ,https://www.youtube.com/shorts/J384ENa4Ui0,https://www.youtube.com/watch?v=HDgrwoFeKjE,1FP7NosLxkw,1FP7NosLxkw.wav,c-8,train
LUDWIG VAN BEETHOVEN,Piano Sonata (Grande Sonata Pathétique) c minor op. 13,mvt. 3,7,https://www.youtube.com/watch?v=L1-kZWjZP-g,https://www.youtube.com/watch?v=Ifj8dwuAzAQ,https://www.youtube.com/watch?v=LZGGmOOniCo,https://www.youtube.com/watch?v=lJpSqC86vaw,L1-kZWjZP-g,L1-kZWjZP-g.wav,c-8,train
FELIX MENDELSSOHN BARTHOLDY,"Song without Words C major op. 102,3",,7,https://www.youtube.com/watch?v=Rt25qJV4-_I,https://www.youtube.com/watch?v=TkMPZ9-SVvA,https://www.youtube.com/watch?v=nFOPeI2gPaM,https://www.youtube.com/watch?v=xrYhNQi-uSw,Rt25qJV4-_I,Rt25qJV4-_I.wav,m-54,test
JOHANN SEBASTIAN BACH,Fugue c sharp minor BWV 873,,7,https://www.youtube.com/watch?v=tKPdGIeVNFo,https://www.youtube.com/watch?v=tKPdGIeVNFo,https://www.youtube.com/watch?v=fVHKSHaVyC8,https://www.youtube.com/watch?v=UBknJRWUfdI,tKPdGIeVNFo,tKPdGIeVNFo.wav,x-1,train
FRANZ LISZT,Funérailles,,7,https://www.youtube.com/watch?v=vttzLQiFrR8,,,,vttzLQiFrR8,vttzLQiFrR8.wav,x-108,train
FRANZ LISZT,Bénédiction de Dieu dans la solitude,,7,https://www.youtube.com/watch?v=vuHbV5LH_g8,,,,vuHbV5LH_g8,vuHbV5LH_g8.wav,x-118,test
LUDWIG VAN BEETHOVEN,Fantasy op. 77,,7,https://www.youtube.com/watch?v=cr2SukqCdKs,,,,cr2SukqCdKs,cr2SukqCdKs.wav,x-121,val
ISAAC ALBÉNIZ,El Puerto,,7,https://www.youtube.com/watch?v=Hz9cZ0wOjQ0,https://www.youtube.com/watch?v=9PyhiGBOrBE,https://www.youtube.com/watch?v=sTkc6fBekrk,https://www.youtube.com/watch?v=gtJDq1SVvWA,Hz9cZ0wOjQ0,Hz9cZ0wOjQ0.wav,x-131,train
SERGEI RACHMANINOV,"Prélude g sharp minor op. 32,12",,7,https://www.youtube.com/watch?v=13UlKWgwdZI,https://www.youtube.com/watch?v=1zVL4tG2OnE,https://www.youtube.com/watch?v=53i5zrb2kpk,https://www.youtube.com/watch?v=ia05rsNrznU,13UlKWgwdZI,13UlKWgwdZI.wav,x-135,train
