artist,artist_id,track,track_duration(s),composer,audio_path,youtube_links,audio_duration,composition_id
András Schiff,4.0,"French Suite No. 5 in G, BWV 816: 4. Gavotte",73.773,Johann Sebastian Bach,"Johann_Sebastian_Bach/French_Suite_No._5_in_G,_BWV_816/IV._Gavotte/4.mp3",https://www.youtube.com/watch?v=UQeecYcfzes,74.0,362
Lang Lang,39.0,"Kinderszenen, Op. 15: III. Hasche-Mann",28.413,Robert Schumann,"Robert_Schumann/Kinderszenen,_Op._15/3._Hasche-Mann/38.mp3",https://www.youtube.com/watch?v=iXnDf9gUc64,28.0,195
Maurizio Pollini,5.0,"12 Études, Op. 25: No. 12 in C Minor ""Ocean""",149.97299999999998,Frédéric Chopin,"Frederic_Chopin/12_Études,_Op._25/No._12_in_C_Minor/15.mp3",https://www.youtube.com/watch?v=O9QuPiUdaCE,151.0,1428
Vladimir Horowitz,2.0,"Kinderszenen, Op. 15: No. 6, Wichtige Begebenheit",46.466,Robert Schumann,"Robert_Schumann/Kinderszenen,_Op._15/6._Wichtige_Begebenheit/11.mp3",https://www.youtube.com/watch?v=ktHcvPa_ihs,47.0,203
Emil Gilels,1.0,"Piano Sonata No. 14 in C Minor, K. 457: III. Allegro assai (Live)",285.506,Wolfgang Amadeus Mozart,"Wolfgang_Amadeus_Mozart/Piano_Sonata_No._14_in_C_Minor,_K._457/III._Allegro_assai/4.mp3",https://www.youtube.com/watch?v=k4l40n5rH6Y,285.0,1131
Sviatoslav Richter,0.0,"12 Etudes, Op. 10: No. 12. in C Minor - ""Revolutionary""",168.0,Frédéric Chopin,"Frederic_Chopin/12_Études,_Op._10/No._12_in_C_Minor_""Revolutionary""/4.mp3",https://www.youtube.com/watch?v=-9pNWUsmu3k,167.0,1411
Alfred Brendel,19.0,"Hungarian Rhapsody No. 17, S. 244/17",201.173,Franz Liszt,Franz_Liszt/Hungarian_Rhapsody_No._17/3.mp3,https://www.youtube.com/watch?v=IQWF6ae4H-E,201.0,1498
Vladimir Ashkenazy,6.0,"Preludes and Fugues for Piano, Op.87: Prelude & Fugue No.24 in D minor: Prelude",232.586,Dmitri Shostakovich,"Dmitri_Shostakovich/Preludes_and_Fugues_for_Piano,_Op.87/Prelude_&_Fugue_No.24_in_D_minor:_Prelude/0.mp3",https://www.youtube.com/watch?v=sPOSPQkFkgQ,232.0,814
Vladimir Ashkenazy,6.0,Variations on a Theme of Chopin: Theme,65.986,Sergei Rachmaninoff,Sergei_Rachmaninoff/Variations_on_a_Theme_of_Chopin/Theme/0.mp3,https://www.youtube.com/watch?v=BBIshBhIc2E,65.0,18
Vladimir Ashkenazy,6.0,"French Suite No. 3 in B minor, BWV 814: 1. Allemande",171.108,Johann Sebastian Bach,"Johann_Sebastian_Bach/French_Suite_No._3_in_B_minor,_BWV_814/1._Allemande/2.mp3",https://www.youtube.com/watch?v=Lj6db-7KLTk,171.0,562
Alicia de Larrocha,18.0,"English Suite No. 2 in A Minor, BWV 807: 2. Allemande",192.533,Johann Sebastian Bach,"Johann_Sebastian_Bach/English_Suite_No.2_in_A_minor,_BWV_807/2._Allemande/10.mp3",https://www.youtube.com/watch?v=oVXG5lnjmBw,193.0,573
Grigory Sokolov,12.0,"Partita No. 2 in C Minor, BWV 826: I. Sinfonia: Grave adagio - Andante",296.666,Johann Sebastian Bach,"Johann_Sebastian_Bach/Partita_No._2_in_C_minor,_BWV_826/1._Sinfonia_(Grave_adagio_-_Andante)/4.mp3",https://www.youtube.com/watch?v=6uncJdzQL-k,297.0,343
Vladimir Horowitz,2.0,"Kinderszenen, Op. 15: VI. Wichtige Begebenheit",45.56,Robert Schumann,"Robert_Schumann/Kinderszenen,_Op._15/6._Wichtige_Begebenheit/14.mp3",https://www.youtube.com/watch?v=NZftFXsh46U,46.0,203
Murray Perahia,13.0,"English Suite No. 1 in A Major, BWV 806: II. Allemande",247.373,Johann Sebastian Bach,Johann_Sebastian_Bach/English_Suite_No.1_in_A_major_BWV_806/2._Allemande/7.mp3,https://www.youtube.com/watch?v=ItRSiaWpMdc,248.0,451
Valentina Lisitsa,42.0,"12 Etudes, Op.10: No.6 In E Flat Minor",235.053,Frédéric Chopin,"Frederic_Chopin/12_Études,_Op._10/No._6_in_E-Flat_Minor/13.mp3",https://www.youtube.com/watch?v=ST0Jlhe22W0,234.0,1409
Vladimir Horowitz,2.0,"13 Preludes, Op. 32: No. 12 in G-Sharp Minor",179.386,Sergei Rachmaninoff,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._12_in_G-Sharp_Minor/12.mp3",https://www.youtube.com/watch?v=dhXAQ3iKqvQ,180.0,7
Friedrich Gulda,24.0,"English Suite No. 2 In A Minor, BWV 807: 5. Bourrée I & II",226.293,Johann Sebastian Bach,"Johann_Sebastian_Bach/English_Suite_No.2_in_A_minor,_BWV_807/5._Bourrée_I_&_II/7.mp3",https://www.youtube.com/watch?v=a5mFJovFeL4,227.0,570
András Schiff,4.0,"Lieder ohne Worte, Op. 38: 2. Allegro non troppo ""Lost Happiness""",115.84,Felix Mendelssohn,"Felix_Mendelssohn/Lieder_ohne_Worte,_Op._38/2._Allegro_non_troppo_""Lost_Happiness""/0.mp3",https://www.youtube.com/watch?v=oeutqLj5W_A,115.0,736
Sviatoslav Richter,0.0,"3 Burlesques, Sz47, Op.8c (BB55): 1. Presto",143.986,Béla Bartók,"Béla_Bartók/3_Burlesques,_Sz47,_Op.8c_(BB55)/1._Presto/0.mp3",https://www.youtube.com/watch?v=dcRaZ8TeDOc,143.0,1319
András Schiff,4.0,"Das Wohltemperierte Klavier: Book 2, BWV 870-893: Fugue in E major BWV 878",197.0,Johann Sebastian Bach,"Johann_Sebastian_Bach/Das_Wohltemperierte_Klavier_Book2/Book_2,_BWV_870-893:_Fugue_in_E_major_BWV_878/0.mp3",https://www.youtube.com/watch?v=GKseU2oYI_0,197.0,629
Walter Gieseking,8.0,"Préludes, Book 2, L. 123: No. 10, Canope",162.266,Claude Debussy,"Claude_Debussy/Préludes,_Book_2,_L._123/No._10,_Canope/1.mp3",https://www.youtube.com/watch?v=K1EAVlNEngw,163.0,672
Friedrich Gulda,24.0,"Piano Sonata No. 11 in A Major, K. 331: III. Alla Turca (Allegretto)",201.986,Wolfgang Amadeus Mozart,"Wolfgang_Amadeus_Mozart/Piano_Sonata_No._11_in_A_Major,_K._331/3._Alla_Turca._Allegretto/26.mp3",https://www.youtube.com/watch?v=mdsb-EzP6Hw,201.0,1148
Mitsuko Uchida,26.0,"Davidsbündlertänze, Op. 6: 7. Nicht schnell",287.853,Robert Schumann,"Robert_Schumann/Davidsbündlertänze,_Op._6/7._Nicht_schnell/3.mp3",https://www.youtube.com/watch?v=Y2QVo25x_DQ,287.0,317
Vladimir Ashkenazy,6.0,"12 Etudes, Op. 25: No. 10 in B Minor ""Octave""",273.0,Frédéric Chopin,"Frederic_Chopin/12_Études,_Op._25/No._10_in_B_Minor/25.mp3",https://www.youtube.com/watch?v=yb1Ddvao1x4,273.0,1421
Wilhelm Kempff,28.0,"Piano Sonata No. 18 in E-Flat Major, Op. 31 No. 3 ""The Hunt"": III. Menuetto (Moderato e grazioso)",272.0,Ludwig van Beethoven,"Ludwig_van_Beethoven/Piano_Sonata_No._18_in_E-Flat_Major,_Op._31_No._3_""The_Hunt""/III._Menuetto._Moderato_e_grazioso/21.mp3",https://www.youtube.com/watch?v=ynAx8anp-nE,272.0,1230
Sviatoslav Richter,0.0,"Nuages gris, S.199",209.0,Franz Liszt,"Franz_Liszt/Nuages_gris,_S._199/2.mp3",https://www.youtube.com/watch?v=QBUqgPb4OiM,208.0,1499
Daniel Barenboim,9.0,"Bach, JS: The Well-Tempered Clavier, Book I, Prelude and Fugue No. 2 in C Minor, BWV 847: Prelude",93.306,Johann Sebastian Bach,"Johann_Sebastian_Bach/The_Well-Tempered_Clavier,_Book_I/No._2_in_C_Minor,_BWV_847:_Prelude/1.mp3",https://www.youtube.com/watch?v=BlFM48T6iKA,94.0,528
Vladimir Ashkenazy,6.0,"13 Preludes, Op. 32: No. 11 in B Major: Allegretto",127.693,Sergei Rachmaninoff,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._11_in_B_Major:_Allegretto/1.mp3",https://www.youtube.com/watch?v=cex5UC7u60Y,128.0,6
Vladimir Ashkenazy,6.0,"Etudes-Tableaux, Op.39: No.8 in D Minor",188.08,Sergei Rachmaninoff,"Sergei_Rachmaninoff/Etudes-Tableaux,_Op.39/No.8_in_D_Minor/11.mp3",https://www.youtube.com/watch?v=JmU3H4r8YJI,190.0,51
Walter Gieseking,8.0,"Davidsbundlertanze, Op. 6: No. 15. Frisch",97.84,Robert Schumann,"Robert_Schumann/Davidsbündlertänze,_Op._6/15._Frisch/1.mp3",https://www.youtube.com/watch?v=mZUkcjbZvLI,97.0,321
Vladimir Ashkenazy,6.0,"24 Préludes, Op. 28: No. 1 in C Major: Agitato",46.426,Frédéric Chopin,"Frederic_Chopin/24_Préludes,_Op._28/No._1_in_C_Major:_Agitato/2.mp3",https://www.youtube.com/watch?v=56VNypDEHEk,47.0,1476
Claudio Arrau,11.0,"33 Piano Variations in C, Op.120 on a Waltz by Anton Diabelli: Variation X (Presto)",37.093,Ludwig van Beethoven,"Ludwig_van_Beethoven/33_Piano_Variations_In_C,_Op._120_On_A_Waltz_By_Anton_Diabelli/Variation_X._Presto/5.mp3",https://www.youtube.com/watch?v=FjkZA-pb_mg,37.0,1271
Claudio Arrau,11.0,"Waltz No.14 in E Minor, Op.Posth.",223.0,Frédéric Chopin,"Frederic_Chopin/Waltz_No.14_in_E_minor,_Op.posth./5.mp3",https://www.youtube.com/watch?v=yv1cU-xA9pk,222.0,1620
Murray Perahia,13.0,"Piano Sonata No. 18 in E-Flat Major, Op. 31 No. 3 ""La Chasse"": II. Scherzo. Allegretto vivace",293.693,Ludwig van Beethoven,"Ludwig_van_Beethoven/Piano_Sonata_No._18_in_E-Flat_Major,_Op._31_No._3_""The_Hunt""/II._Scherzo._Allegretto_vivace/9.mp3",https://www.youtube.com/watch?v=Dwj7VFRmnG4,294.0,1229
Glenn Gould,15.0,"English Suite No. 2 in A Minor, BWV 807: I. Prelude",272.333,Johann Sebastian Bach,"Johann_Sebastian_Bach/English_Suite_No.2_in_A_minor,_BWV_807/1._Prelude/16.mp3",https://www.youtube.com/watch?v=UeST3FWEqj4,273.0,571
Maurizio Pollini,5.0,"Piano Sonata No. 19 in G Minor, Op. 49 No. 1: II. Rondo (Allegro)",180.4,Ludwig van Beethoven,"Ludwig_van_Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/II._Rondo._Allegro/7.mp3",https://www.youtube.com/watch?v=NWblglfeD-o,180.0,1189
Maurizio Pollini,5.0,"12 Études, Op. 10: No. 3 in E Major ""Tristesse""",220.0,Frédéric Chopin,"Frederic_Chopin/12_Études,_Op._10/No._3_in_E_Major_""Tristesse""/10.mp3",https://www.youtube.com/watch?v=iZE3tNoQnUk,222.0,1416
Sviatoslav Richter,0.0,"12 Etudes, Op.10: No. 12 In C Minor ""Revolutionary""",150.0,Frédéric Chopin,"Frederic_Chopin/12_Études,_Op._10/No._12_in_C_Minor_""Revolutionary""/3.mp3",https://www.youtube.com/watch?v=IE_O6hJHqME,150.0,1411
Murray Perahia,13.0,"Faschingsschwank aus Wien, Op. 26: V. Finale",236.373,Robert Schumann,"Robert_Schumann/Faschingsschwank_aus_Wien,_Op._26/V._Finale/12.mp3",https://www.youtube.com/watch?v=1UWVhjJCfIk,237.0,253
Vladimir Ashkenazy,6.0,"Piano Sonata No.2 in B flat minor, Op.35: 4. Finale (Presto)",91.426,Frédéric Chopin,"Frederic_Chopin/Piano_Sonata_No.2_in_B_flat_minor,_Op.35/4._Finale_(Presto)/9.mp3",https://www.youtube.com/watch?v=y2oH0tDMhrc,91.0,1451
Vladimir Horowitz,2.0,"Kreisleriana, Op. 16: VIII. Schnell und spielend",214.733,Robert Schumann,"Robert_Schumann/Kreisleriana,_Op._16/VIII._Schnell_und_spielend/14.mp3",https://www.youtube.com/watch?v=NR2vbJQaKe4,215.0,216
Sviatoslav Richter,0.0,Suite No. 16 in G Minor: III. Sarabande,212.6,George Frideric Handel,George_Frideric_Handel/Suite_No._16_in_G_Minor/III._Sarabande/0.mp3,https://www.youtube.com/watch?v=3rfk0BsEpp8,212.0,1405
Vladimir Ashkenazy,6.0,"10 Preludes, Op. 23: No. 6 in E-Flat Major: Andante",176.733,Sergei Rachmaninoff,"Sergei_Rachmaninoff/10_Preludes,_Op._23/No._6_in_E-Flat_Major:_Andante/2.mp3",https://www.youtube.com/watch?v=nhsU9j3X54I,176.0,77
Vladimir Ashkenazy,6.0,"13 Preludes, Op. 32: No. 9 in A Major: Allegro moderato",171.6,Sergei Rachmaninoff,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._9_in_A_Major/21.mp3",https://www.youtube.com/watch?v=9NlrBLei_g0,171.0,12
Alfred Brendel,19.0,"Piano Sonata No.20 in G, Op.49 No.2: 1. Allegro ma non troppo",292.0,Ludwig van Beethoven,"Ludwig_van_Beethoven/Piano_Sonata_No._20_in_G_Major,_Op._49_No._2/I._Allegro_ma_non_troppo/24.mp3",https://www.youtube.com/watch?v=1RPCUSyjJ1c,292.0,1176
Alfred Cortot,3.0,"Ravel: Sonatine, M. 40: III. Animé",217.866,Maurice Ravel,"Maurice_Ravel/Sonatine,_M._40/III._Animé/0.mp3",https://www.youtube.com/watch?v=DYiRWT5cPtk,217.0,720
Radu Lupu,25.0,"Kinderszenen, Op. 15: 11. Fürchtenmachen",91.826,Robert Schumann,"Robert_Schumann/Kinderszenen,_Op._15/11._Fürchtenmachen/31.mp3",https://www.youtube.com/watch?v=ryjASEySM4o,92.0,197
Vladimir Ashkenazy,6.0,Variations on a Theme of Chopin: Variation 11. Lento,78.12,Sergei Rachmaninoff,Sergei_Rachmaninoff/Variations_on_a_Theme_of_Chopin/Variation_11._Lento/1.mp3,https://www.youtube.com/watch?v=yHaMDLD5bwA,78.0,36
Robert Casadesus,21.0,"Images, Book 1, L. 110: No. 1, Reflets dans l'eau (Live)",263.0,Claude Debussy,"Claude_Debussy/Images,_Book_1,_L._110/No._1,_Reflets_dans_l'eau/24.mp3",https://www.youtube.com/watch?v=ETLFfcu992A,263.0,646
András Schiff,4.0,"Goldberg Variations, BWV 988: Var. 4 a 1 Clav.",63.84,Johann Sebastian Bach,"Johann_Sebastian_Bach/Goldberg_Variations,_BWV_988/Var._2_a_1_Clav./9.mp3",https://www.youtube.com/watch?v=p2k-xcIdo_Q,64.0,475
Maurizio Pollini,5.0,"12 Études, Op. 10: No. 11 in E-Flat Major ""Arpeggio""",134.6,Frédéric Chopin,"Frederic_Chopin/12_Études,_Op._10/No._11_in_E-Flat_Major/6.mp3",https://www.youtube.com/watch?v=uG03Cr0dKM0,136.0,1419
Martha Argerich,7.0,"Piano Sonata No. 7 in B-Flat Major, Op. 83: III. Precipitato (Live)",180.666,Sergei Prokofiev,"Sergei_Prokofiev/Piano_Sonata_No._7,_Op._83/III._Precipitato/7.mp3",https://www.youtube.com/watch?v=V2263ahdOog,180.0,1018
Sviatoslav Richter,0.0,Valse oubliée No. 1 in F-Sharp Major,173.36,Franz Liszt,"Franz_Liszt/Valses_oubliées,_S._215/Valse_oubliée_No._1/4.mp3",https://www.youtube.com/watch?v=OH7w2s0w0ks,173.0,113
Vladimir Ashkenazy,6.0,"French Suite No. 3 in B minor, BWV 814: 2. Courante",109.948,Johann Sebastian Bach,"Johann_Sebastian_Bach/French_Suite_No._3_in_B_minor,_BWV_814/2._Courante/2.mp3",https://www.youtube.com/watch?v=nfZ0179_fUg,109.0,566
Maurizio Pollini,5.0,"12 Études, Op. 10: No. 6 in E-Flat Minor ""Lament""",190.0,Frédéric Chopin,"Frederic_Chopin/12_Études,_Op._10/No._6_in_E-Flat_Minor/6.mp3",https://www.youtube.com/watch?v=JdzAwuPbYuI,191.0,1409
Alfred Brendel,19.0,"Piano Sonata No.21 in C, Op.53 -""Waldstein"": 2. Introduzione (Adagio molto)",261.693,Ludwig van Beethoven,"Ludwig_van_Beethoven/Piano_Sonata_No._21_in_C_major,_Op._53,_""Waldstein""/II._Introduzione:_Adagio_molto/31.mp3",https://www.youtube.com/watch?v=K-mjtRSHP8k,261.0,1215
Murray Perahia,13.0,"French Suite No. 6 in E Major, BWV 817: III. Sarabande",197.16,Johann Sebastian Bach,"Johann_Sebastian_Bach/French_Suite_No.6_in_E,_BWV_817/3._Sarabande/3.mp3",https://www.youtube.com/watch?v=6sMio2jsA38,197.0,575
Vladimir Ashkenazy,6.0,Five Preludes: 2. Andante,85.53299999999999,Dmitri Shostakovich,Dmitri_Shostakovich/Five_Preludes/2._Andante/0.mp3,https://www.youtube.com/watch?v=TNp720Ra7Lc,85.0,768
Vladimir Horowitz,2.0,Pictures at an Exhibition: The Great Gate of Kiev,272.68,Modest Mussorgsky,Modest_Mussorgsky/Pictures_at_an_Exhibition/X._The_Great_Gate_at_Kiev/2.mp3,https://www.youtube.com/watch?v=JriINarUFOU,269.0,703
Vladimir Ashkenazy,6.0,"Das Wohltemperierte Klavier: Book 2, BWV 870-893: Fugue in G minor BWV 885",152.386,Johann Sebastian Bach,"Johann_Sebastian_Bach/Das_Wohltemperierte_Klavier_Book2/Book_2,_BWV_870-893:_Fugue_in_G_minor_BWV_885/4.mp3",https://www.youtube.com/watch?v=PeGDKROxMLE,152.0,606
Nikolai Lugansky,41.0,"Chopin: 12 Études, Op. 25: No. 4 in A Minor",97.133,Frédéric Chopin,"Frederic_Chopin/12_Études,_Op._25/No._4_in_A_Minor/35.mp3",https://www.youtube.com/watch?v=k6xjPLw2cj0,98.0,1427
Sviatoslav Richter,0.0,"Bunte Blätter, Op. 99: No. 10, Präludium. Energisch",70.866,Robert Schumann,"Robert_Schumann/Bunte_Blatter,_Op._99/Preludium/0.mp3",https://www.youtube.com/watch?v=mhpTGu-V23g,71.0,238
Wilhelm Kempff,28.0,"Kinderszenen, Op. 15: No. 6 Wichtige Begebenheit",56.72,Robert Schumann,"Robert_Schumann/Kinderszenen,_Op._15/6._Wichtige_Begebenheit/40.mp3",https://www.youtube.com/watch?v=Pcir4jdSAYc,56.0,203
Arturo Benedetti Michelangeli,10.0,"Images, Book 1: No. 1. Reflets dans l'eau",289.746,Claude Debussy,"Claude_Debussy/Images,_Book_1,_L._110/No._1,_Reflets_dans_l'eau/10.mp3",https://www.youtube.com/watch?v=cEqP8arf0uI,289.0,646
Alice Sara Ott,44.0,"Bagatelle No. 25 in A Minor, WoO 59 ""Für Elise""",201.106,Ludwig van Beethoven,"Ludwig_van_Beethoven/Bagatelle_in_A_Minor,_WoO_59_""Für_Elise""_-_Live/19.mp3",https://www.youtube.com/watch?v=sLEg_iEkzDs,203.0,1594
Vladimir Horowitz,2.0,"7 Morceaux de salon, Op. 10: No. 3, Barcarolle in G Minor",242.133,Sergei Rachmaninoff,"Sergei_Rachmaninoff/Morceaux_de_Salon,_Op.10/3._Barcarolle/2.mp3",https://www.youtube.com/watch?v=VFfkkJrtJ74,243.0,50
Samson François,48.0,"Chopin: 24 Preludes, Op. 28: No. 19 in E-Flat Major",81.041,Frédéric Chopin,"Frederic_Chopin/24_Préludes,_Op._28/No._19_in_E-Flat_Major:_Vivace/28.mp3",https://www.youtube.com/watch?v=5WFgFarOJh8,80.0,1472
András Schiff,4.0,"English Suite No. 4 in F Major, BWV 809*: VI. Gigue",191.493,Johann Sebastian Bach,"Johann_Sebastian_Bach/English_Suite_No.4_in_F,_BWV_809/6._Gigue/4.mp3",https://www.youtube.com/watch?v=SBzp0JmTgKA,192.0,389
Daniel Barenboim,9.0,"Bach, JS: The Well-Tempered Clavier, Book I, Prelude and Fugue No. 22 in B-Flat Minor, BWV 867: Prelude",159.266,Johann Sebastian Bach,"Johann_Sebastian_Bach/The_Well-Tempered_Clavier,_Book_I/No._22_in_B-Flat_Minor,_BWV_867:_Prelude/1.mp3",https://www.youtube.com/watch?v=VWeJZIvt_j8,160.0,533
Sviatoslav Richter,0.0,"Préludes, Book 1, L. 117: No. 3, Le vent dans la plaine",131.946,Claude Debussy,"Claude_Debussy/Préludes,_Book_1,_L._117/No._3,_Le_vent_dans_la_plaine/3.mp3",https://www.youtube.com/watch?v=e5f9S0L6feU,132.0,650
Sviatoslav Richter,0.0,"English Suite No.4 in F, BWV 809: 5. Menuet I-II",202.066,Johann Sebastian Bach,"Johann_Sebastian_Bach/English_Suite_No.4_in_F,_BWV_809/5._Menuet_I-II/0.mp3",https://www.youtube.com/watch?v=NAJQMY4hQb4,202.0,392
Vladimir Ashkenazy,6.0,"Das Wohltemperierte Klavier: Book 2, BWV 870-893: Fugue in F sharp minor BWV 883",291.493,Johann Sebastian Bach,"Johann_Sebastian_Bach/Das_Wohltemperierte_Klavier_Book2/Book_2,_BWV_870-893:_Fugue_in_F_sharp_minor_BWV_883/1.mp3",https://www.youtube.com/watch?v=NqbStkTRwk0,291.0,621
Friedrich Gulda,24.0,"Piano Sonata No. 10 in C Major, K. 330: I. Allegro moderato (Live)",291.423,Wolfgang Amadeus Mozart,"Wolfgang_Amadeus_Mozart/Piano_Sonata_No._10_In_C_Major,_K.330/1._Allegro_moderato/22.mp3",https://www.youtube.com/watch?v=WbKozMsCtsc,291.0,1149
Glenn Gould,15.0,"Piano Sonata No. 18 in E-Flat Major, Op. 31 No. 3 ""La chasse"": II. Scherzo. Allegretto vivace",209.253,Ludwig van Beethoven,"Ludwig_van_Beethoven/Piano_Sonata_No._18_in_E-Flat_Major,_Op._31_No._3_""The_Hunt""/II._Scherzo._Allegretto_vivace/12.mp3",https://www.youtube.com/watch?v=ggZUrxj-8SA,210.0,1229
Claudio Arrau,11.0,"Piano Sonata No. 24 in F-Sharp Major, Op. 78 ""A Thérèse"": II. Allegro vivace",176.58599999999998,Ludwig van Beethoven,"Ludwig_van_Beethoven/Piano_Sonata_No._24_in_F-Sharp_Major,_Op._78_""For_Therese""/2._Allegro_vivace/9.mp3",https://www.youtube.com/watch?v=cBwt6uSE3e4,177.0,1264
Daniel Barenboim,9.0,"Lieder ohne Worte, Op. 30: No. 4. Agitato e con fuoco in B Minor, MWV U 98",149.0,Felix Mendelssohn,"Felix_Mendelssohn/Lieder_ohne_Worte,_Op._30/4._Agitato_e_con_fuoco/2.mp3",https://www.youtube.com/watch?v=BLFCqhRx7So,149.0,749
Sviatoslav Richter,0.0,"Scherzo und March, S. 177: I. Scherzo",238.133,Franz Liszt,"Franz_Liszt/Scherzo_und_March,_S._177/I._Scherzo/0.mp3",https://www.youtube.com/watch?v=RUXGLtJ5xcg,239.0,101
Glenn Gould,15.0,"6 Bagatelles, Op. 126: No. 3 in E-Flat Major - Andante cantabile e grazioso - Remastered",231.226,Ludwig van Beethoven,"Ludwig_van_Beethoven/Bagatelles,_Op._126/No._3_in_E-Flat_Major/0.mp3",https://www.youtube.com/watch?v=SUL-Le61ziE,232.0,1170
Mitsuko Uchida,26.0,"12 German Dances, D790: No.6",70.774,Franz Schubert,"Franz_Schubert/Six_German_Dances,_D.820/No.6/5.mp3",https://www.youtube.com/watch?v=2fVGdLLP8qg,70.0,892
Mikhail Pletnev,30.0,"Waltz No. 14 in E Minor, Op.posth.",173.0,Frédéric Chopin,"Frederic_Chopin/Waltz_No.14_in_E_minor,_Op.posth./16.mp3",https://www.youtube.com/watch?v=-A_4P5sTJgI,173.0,1620
Daniel Barenboim,9.0,"Bach, JS: The Well-Tempered Clavier, Book I, Prelude and Fugue No. 16 in G Minor, BWV 861: Prelude",129.639,Johann Sebastian Bach,"Johann_Sebastian_Bach/The_Well-Tempered_Clavier,_Book_I/No._16_in_G_Minor,_BWV_861:_Prelude/1.mp3",https://www.youtube.com/watch?v=KD8yee7TI8Q,130.0,529
Claudio Arrau,11.0,"Waldszenen, Op.82: 5. Freundliche Landschaft",74.493,Robert Schumann,"Robert_Schumann/Waldszenen,_Op._82/5._Freundliche_Landschaft/9.mp3",https://www.youtube.com/watch?v=kYMiY6q7pY0,74.0,280
Vladimir Ashkenazy,6.0,"8 Etudes, Op. 42: No. 5 in C-Sharp Minor",182.682,Alexander Scriabin,"Alexander_Scriabin/8_Etudes,_Op._42/No._5_in_C-Sharp_Minor/3.mp3",https://www.youtube.com/watch?v=i558wutHnX0,183.0,160
Walter Gieseking,8.0,"Invention No. 4 in D Minor, BWV 775",55.666,Johann Sebastian Bach,"Johann_Sebastian_Bach/Invention_No.4_in_D_minor,_BWV775/3.mp3",https://www.youtube.com/watch?v=JQWQ5cSayUE,56.0,1534
Vladimir Ashkenazy,6.0,"9 Etudes-Tableaux, Op.33: No.3 (Op.posth.) in C Minor",278.226,Sergei Rachmaninoff,"Sergei_Rachmaninoff/9_Etudes-Tableaux,_Op.33/No.3_(Op.posth.)_in_C_Minor/3.mp3",https://www.youtube.com/watch?v=CmDybeif39o,278.0,94
Vladimir Horowitz,2.0,"Kinderszenen, Op. 15: 9. Ritter vom Steckenpferd",37.84,Robert Schumann,"Robert_Schumann/Kinderszenen,_Op._15/9._Ritter_vom_Steckenpferd/14.mp3",https://www.youtube.com/watch?v=FCOoTRkSQiM,38.0,193
Alfred Brendel,19.0,"6 Moments musicaux, Op. 94, D. 780: No. 5 in F Minor. Allegro vivace",127.0,Franz Schubert,"Franz_Schubert/6_Moments_musicaux,_Op.94_D.780/No.5_in_F_minor_(Allegro_vivace)/10.mp3",https://www.youtube.com/watch?v=RSce5v6kyyw,127.0,866
Martha Argerich,7.0,"Piano Sonatine in F-Sharp Minor, M. 40: I. Modéré",232.0,Maurice Ravel,"Maurice_Ravel/Sonatine,_M._40/I._Modéré/1.mp3",https://www.youtube.com/watch?v=0jonbZCp2eM,232.0,718
Sviatoslav Richter,0.0,"Waldszenen, Op. 82: No. 2, Jäger auf der Lauer",68.413,Robert Schumann,"Robert_Schumann/Waldszenen,_Op._82/2._Jäger_auf_der_Lauer/1.mp3",https://www.youtube.com/watch?v=Ia8KmY7eVF4,68.0,281
Claudio Arrau,11.0,"33 Piano Variations in C, Op.120 on a Waltz by Anton Diabelli: Variation IX (Allegro pesante e risoluto)",101.493,Ludwig van Beethoven,"Ludwig_van_Beethoven/33_Piano_Variations_In_C,_Op._120_On_A_Waltz_By_Anton_Diabelli/Variation_IX._Allegro_pesante_e_risoluto/6.mp3",https://www.youtube.com/watch?v=Mtc9OrhNeJo,101.0,1293
Emil Gilels,1.0,"Piano Sonata No.28 In A, Op.101: 3. Langsam und sehnsuchtsvoll (Adagio ma non troppo, con affetto)",207.075,Ludwig van Beethoven,"Ludwig_van_Beethoven/Piano_Sonata_No._28_in_A_Major,_Op._101/III._Langsam_und_sehnsuchtsvoll/5.mp3",https://www.youtube.com/watch?v=_I-RuaY35hM,207.0,1237
Claudio Arrau,11.0,"33 Piano Variations In C, Op. 120 On A Waltz By Anton Diabelli: Variation XX (Andante)",140.106,Ludwig van Beethoven,"Ludwig_van_Beethoven/33_Piano_Variations_In_C,_Op._120_On_A_Waltz_By_Anton_Diabelli/Variation_XX._Andante/5.mp3",https://www.youtube.com/watch?v=jABaNXJZPhY,140.0,1295
Robert Casadesus,21.0,"Piano Sonata No. 24 F-Sharp Major, Op. 78: II. Allegro vivace",160.533,Ludwig van Beethoven,"Ludwig_van_Beethoven/Piano_Sonata_No._24_in_F-Sharp_Major,_Op._78_""For_Therese""/2._Allegro_vivace/16.mp3",https://www.youtube.com/watch?v=25rytQa94Y0,161.0,1264
Ivo Pogorelich,46.0,"English Suite No. 3 In G Minor, BWV 808: VII. Gigue",144.333,Johann Sebastian Bach,"Johann_Sebastian_Bach/English_Suite_No.3_in_G_minor,_BWV_808/6._Gigue/17.mp3",https://www.youtube.com/watch?v=o0dp7egXnoY,144.0,491
