id,mark_sub_level,title,upload_date,duration,view_count,like_count,dislike_count,comment_count,description,webpage_url,channel_url,comments
qlo80txWkR0,,"Chopin: Nocturne in B major, Op.9 No.3 | Vincent Ling",20210323,399,604,27,,8,"Recorded on the 11th November 2020 
Florentinersaal, University of Music and Performing Arts Graz, Austria

Sound Engineer - Daniel Comploi

If you enjoyed, please like, share, and subscribe for more! :)

Instagram - https://www.instagram.com/vincent_ling_piano/
Facebook - https://www.facebook.com/vincentlingpianist

If you’ve come from Instagram, comment with a 🌺 emoji ;)",https://www.youtube.com/watch?v=qlo80txWkR0,https://www.youtube.com/channel/UCQ88pVHuk7SkUXaWaOFM8rA,"['Are you Chinese ?', 'In my opinion the most beautiful nocturne by Chopin, and so perfectly grazeful played by you, thank you so much!', 'Muy hermosa presentación, gran técnica y maestría. Felicidades!', 'Muchas gracias !! :))', ""I'm in love, this piece is really underrated, thanks for playing it so beautifuly, Chopin is just amazing ❤🌺"", 'Thank you so much !! Thank you for taking the time to listen :)', 'Bravo,bravo vincent 🌺🌺', 'Many thanks!! 🌺☺️']"
H66nQVyfjxs,,"Bach Prelude BWV848/Yidi Ding, age 10 巴赫前奏曲 BWV 848/丁一迪，10岁",20210922,105,3913,219,,11,"My dear friends， this is my Bach Prelude BWV848, I practice step by step. Hope you like it. Thank you.️️",https://www.youtube.com/watch?v=H66nQVyfjxs,https://www.youtube.com/channel/UC1aBRNHzLeYQ3sK25fQ1vww,"['Bravo!! 👏🏻👏🏻👏🏻❤️', 'Thank you so much.🌹🌹🌹❤️❤️❤️🌟', 'Молодец!', 'Thank you so much 😊', ""Beautiful interpretation of Bach my dear Yidi, it's always a pleasure to see you and listen to your music. Thanks for sharing !"", 'My dear friend Wagner，I really appreciate it for your supporting and encouragment.I hope you all the best.❤️🌹❤️🌹❤️🌹🍓🍎💐', '\xa0Yidi Ding\xa0 \nThank you my dear, best wishes to you too, you are lovely ❣ \n❤❤🌿🌹🌿❤❤', 'Veo que ya creciste, felicidades por tus 10 años 🎉🎈✨. Sigue así 🌟💖.', 'Thank you so much.', '好大进步啊！', '谢谢姐姐鼓励😍']"
7frIOtWHSM8,,"Tchaikovsky Romance in F minor, Op. 5 - Yidi Ding Age 10",20220605,404,1700,138,,4,,https://www.youtube.com/watch?v=7frIOtWHSM8,https://www.youtube.com/channel/UC1aBRNHzLeYQ3sK25fQ1vww,"['This piece leads us to a better world 🌎😌', 'Thank you so much dear friend ，I appreciate it 🌹', 'Wow!', 'Thank you so much 😊']"
RoBktmqKCHo,,"Mozart: Piano Sonata No.13 in B-flat major, Kv333 - 1. Allegro | Vincent Ling",20231101,301,134,5,,0,"Recorded in the Florentinersaal of the Kunstuniversität Graz
29.10.23

Sound Engineer - Tomasz Zajac",https://www.youtube.com/watch?v=RoBktmqKCHo,https://www.youtube.com/channel/UCQ88pVHuk7SkUXaWaOFM8rA,
0JYCK_g-lVI,,Chopin Waltz Op.69 No.1 -  Brian Gao (10),20160314,188,1664,16,,,Brian played this in March 2016.,https://www.youtube.com/watch?v=0JYCK_g-lVI,https://www.youtube.com/channel/UC2SREkge0aUeyXzdSn6-y2g,
jhrHL-FVYTk,,Chopin Etude Op.25 No.2 -  Brian Gao (10),20160519,103,150,2,,0,Brian played this in May 2016. Thanks for watching.,https://www.youtube.com/watch?v=jhrHL-FVYTk,https://www.youtube.com/channel/UC2SREkge0aUeyXzdSn6-y2g,
yIIg3kIqVYM,,"Yidi Ding, age 11- Debussy: Children's Corner, L. 113: 1. Doctor Gradus ad Parnassum",20221225,156,1314,305,,24,,https://www.youtube.com/watch?v=yIIg3kIqVYM,https://www.youtube.com/channel/UC1aBRNHzLeYQ3sK25fQ1vww,"['So beautifu, happy new year, Yidi!', 'Happy new year😊', 'Great interpretation, subtle and personal, I like the talent boy.', 'Thank you very much!', 'Beauty, talent, perfect!', 'Wow 🤩 thank you！', 'Happy new year, YIDI!', 'Happy new year🎉', 'Love it! Awesome!🤝👍', '🎉❤🎉Thank you 😊', 'Spectacular，thank you ，Merry Christmas  happy new year 🎊', '🎉🎉🎊🎈🎁Thank you so much ！happy new year', 'I keep watching you，you definitely will be a great pianist when you grow up！keep working hard，good boy！', '🎉Thank you so much ❤，I really appreciate it for your kindness and encouragement ，happy new year 🎉', 'Little adorable Santa 🤶 Yidi，I love you！', '❤❤❤🎉🎉🎉Thank you ，happy new year', 'Yidi，You play peaceful and beautiful melodies.', '❤🎉🎉Thank you so much', 'Real Debussy，I really like your pure music from your ️ ，you are a amazing ！', '😊❤❤❤', 'Feliz navidad Yidi 🎄🎁🎅✨', 'Dear G.N., thank you very much, happy new year!:goodvibes::takeout::virtualhug:🌹🏵', 'Great Yidi 🎵🎵🎵Merry Christmas 🎄 have a nice happy end year and happy new year 👏👏👏🔝🔝🔝', '🎉❤😊Thank you so much ，dear Stefano ，Merry Christmas and all the best wishes to you and your family 🎉']"
00AVBJy6PQ8,,Bach Fugue #C Major BWV848/ By Yidi Ding (丁一迪)，age 10,20220102,175,3999,230,,13,"Thanks a lot for all of you, happy new year!",https://www.youtube.com/watch?v=00AVBJy6PQ8,https://www.youtube.com/channel/UC1aBRNHzLeYQ3sK25fQ1vww,"['You are the best little pianist I know,難能可貴的 kindness, humility, simplicity, love,I will always support you.', 'Thank you so so much my dear friend ChunNi ，you made my day', 'Beautiful playing!', 'Thank you so much 😊', 'Proficient performance!', 'Thanks 🙏', 'beautiful', 'Thank you so much dear friend Hasan，happy new year', '你真棒！', '谢谢李老师，我练习得不够好，以后请您多多指正。', '您的演奏风格我好喜欢的！', '\xa0Yidi Ding\xa0 谢谢小一迪喜欢！我们共同努力，互相欣赏和监督！😊', '\xa0Pianist Li Jia\xa0 ♥️🎈🎆🌹👍😊']"
tVBuMjTH-RQ,,Chopin Etude Op.10 No.5 - Richard Gao (12),20160314,111,320,5,,1,Richard played this in March 2016,https://www.youtube.com/watch?v=tVBuMjTH-RQ,https://www.youtube.com/channel/UC2SREkge0aUeyXzdSn6-y2g,"['I could never play like this, even in my dreams!']"
O3h-3ooETok,,"Beethoven Sonata in Bb major, Op.22: I. Allegro con Brio | Vincent Ling",20210317,343,231,17,,0,"Recorded on the 11th November 2020 
Florentinersaal, University of Music and Performing Arts Graz, Austria

Sound Engineer - Daniel Comploi

If you enjoyed, please like, share, and subscribe for more! :)

Instagram - https://www.instagram.com/vincent_ling_piano/
Facebook - https://www.facebook.com/vincentlingpianist

If you’ve come from Instagram, comment a 💥 emoji  ;))",https://www.youtube.com/watch?v=O3h-3ooETok,https://www.youtube.com/channel/UCQ88pVHuk7SkUXaWaOFM8rA,
CY1KKGuucaw,,"Fantaisie - imprompt, Op.66 - Chopin Piano/Pianist - by Yidi Ding, eight years old（肖邦即兴幻想曲, 丁一迪, 八岁）",20200201,283,14382,825,,14,"Welcome to Yidi Ding’s channe! Yidi Ding was born in Shanghai (China) in August 2011. At the age of 5, he began to study piano formally. After a year, he showed promising talent, he has won 15 first prizes within a year in America , China and Europe. At six years old, he was invited to perform at the Carnegie Hall and The Golden Hall in Vienna, Austria.
Now, Yidi Ding resides in U.S. At seven years old, he was accepted by the world’s top music academy - The Juilliard School, making him the school’s youngest student current.
To keep in touch with Yidi Ding, and stay up to date with his latest video and news, you can subscribe to the channel and facebook:
Youtube: https://www.youtube.com/channel/UC1aBRNHzLeYQ3sK25fQ1vww
Facebook: https://www.facebook.com/yidi.ding.56
Thank you very much!",https://www.youtube.com/watch?v=CY1KKGuucaw,https://www.youtube.com/channel/UC1aBRNHzLeYQ3sK25fQ1vww,"['This kid is awesome!!! Such wonderful talent!! (I was a music major in college) so listening to good music just gives me joy!', 'I am sorry so late to reply you, thank you very much!', 'Wow! Super...', ""I am sorry, I didn't know how to use Youtube, I just foud your words, thank you very much!"", 'Im proud of you 😊', ""I am sorry so late to reply you, I didn't know how to use Youtube one year ago, I just foud your words, thank you very much!"", 'Mesmerizing ding awesome and inspiring', ""I am sorry so late to reply you, I didn't know how to use Youtube one year ago, I just foud your words, thank you very much!"", 'Dear Yidi, are you sure 8 playing amaizingly? Not 20? OMG', ""I am sorry so late to reply you, I didn't know how to use Youtube one year ago, I just foud your words, you are so humorous, I love you! I am 10 year old now."", 'Dear Yidi, are you sure 8 playing amaizingly? Not 20? OMG', 'I am sorry, I just foud your word, thank you very much! I will do my best in the future!', 'wow first', ""I am sorry so late to reply you, I didn't know how to use Youtube one year ago, thank you very much! Best wishes!""]"
ZXJE5alVlyY,,Barber Nocturne Op. 33 - Richard Gao (Solo Recital Part 4),20200321,212,321,7,,1,"Richard performed this recital on March 12, 2020, the day the school announced closure due to coronavirus outbreak. Thanks to Richard's school, his teacher, accompanist, and everyone to make this happen. Let's pull together to get through this difficult time.

Part 1: Beethoven Sonata  in C Major, Op. 53, 1st mvt 
             https://youtu.be/0OJ-m80TArM
Part 2: Beethoven Sonata  in C Major, Op. 53, 2nd and 3rd mvts
             https://youtu.be/1Fl0rMGW7Q0
Part 3: Haydn Sonata in E-flat Major, Hob. XVI:49, 1st mvt
             https://youtu.be/7XHEASfpkUY
Part 4: Barber Nocturne, Op. 33
             https://youtu.be/ZXJE5alVlyY
Part 5: Chopin Concerto in E Minor, Op. 11, 1st mvt
             https://youtu.be/24NhlaJYxtc",https://www.youtube.com/watch?v=ZXJE5alVlyY,https://www.youtube.com/channel/UC2SREkge0aUeyXzdSn6-y2g,['😍']
g7P3Oli_hfU,,"Yidi Ding - age 8,  Leschetizky, Op.46 No.5-Toccata",20200411,165,1255,115,,2,"Leschetizky Toccata recorded April 9,2020",https://www.youtube.com/watch?v=g7P3Oli_hfU,https://www.youtube.com/channel/UC1aBRNHzLeYQ3sK25fQ1vww,"['Nice, distinct  left hand phrasing; lovely chromaticism/modulation in this piece; like a game of cat and mouse...( LH vs RH)', 'Thank you so much.I appreciate it.']"
csqS-mkeIOg,,Richard Gao - Andante Spianato and Grande Polonaise Brillante in E flat major Op.22,20221204,796,339,13,,2,Richard played this in November 2022. Thanks for watching!,https://www.youtube.com/watch?v=csqS-mkeIOg,https://www.youtube.com/channel/UC2SREkge0aUeyXzdSn6-y2g,"['I was always more keen on the Andante Spianato than the Grande Polonaise for some reason.', 'Cool']"
1Fl0rMGW7Q0,,Beethoven Sonata Waldstein 2nd and 3rd mvts - Richard Gao (Solo Recital Part 2),20200321,843,209,3,,0,"Richard performed this recital on March 12, 2020, the day the school announced closure due to coronavirus outbreak. Thanks to Richard's school, his teacher, accompanist, and everyone to make this happen. Let's pull together to get through this difficult time.

Part 1: Beethoven Sonata  in C Major, Op. 53, 1st mvt 
             https://youtu.be/0OJ-m80TArM
Part 2: Beethoven Sonata  in C Major, Op. 53, 2nd and 3rd mvts
             https://youtu.be/1Fl0rMGW7Q0
Part 3: Haydn Sonata in E-flat Major, Hob. XVI:49, 1st mvt
             https://youtu.be/7XHEASfpkUY
Part 4: Barber Nocturne, Op. 33
             https://youtu.be/ZXJE5alVlyY
Part 5: Chopin Concerto in E Minor, Op. 11, 1st mvt
             https://youtu.be/24NhlaJYxtc",https://www.youtube.com/watch?v=1Fl0rMGW7Q0,https://www.youtube.com/channel/UC2SREkge0aUeyXzdSn6-y2g,
IPpzAWOuOZs,,Bach Prelude and Fugue BWV 848 - Richard Gao (12),20160314,223,520,6,,1,Richard played this in March 2016,https://www.youtube.com/watch?v=IPpzAWOuOZs,https://www.youtube.com/channel/UC2SREkge0aUeyXzdSn6-y2g,['Belle performance  Richard !.']
Anz-EpKxCm8,,STEINWAY COMPETITION 2019 - FINALS  - TOURNIER SIMON -,20190411,550,603,10,,0,STEINWAY COMPETITION 2019   FINALS  - TOURNIER SIMON -,https://www.youtube.com/watch?v=Anz-EpKxCm8,https://www.youtube.com/channel/UCUOlTTxSNKMkrIURqZ4zJuw,
wL5g8_1qAyo,,Johann Sebastian Bach - Fantasia and Fugue in A minor BWV 904 - Raúl da Costa,20150717,535,9841,136,,6,"Johann Sebastian Bach - Fantasia and Fugue in A minor BWV 904

Performed by Raúl da Costa

The IX International Paderewski Piano Competition, Bydgoszcz, Poland
November 3rd - 17th, 2013 
 
The Competition is organized to commemorate Ignacy Jan Paderewski, a remarkable pianist, virtuoso, composer, politician and statesman.
 
The Competition is organized by :
- the I. J. Paderewski Music Association,
with the co-participation of:
- the Ministry of Culture and National Heritage,
- the Marshal’s Office of the Kuyavian and Pomeranian Province of Bydgoszcz
- the Bydgoszcz City Hall
 
Partners:
- The F. Nowowiejski Music Academy
- The I. J. Paderewski Philharmonic Hall in Bydgoszcz
 
The Competition auditions shall be open to the public and shall take place in the concert halls of the Music Academy and the Pomeranian Philharmonic Hall in Bydgoszcz.
 
The Competition is open to pianists of all nationalities, born between 1981 and 1997.

---
Subscribe
https://www.youtube.com/channel/UCS_tV06lrXa-yLDZaFTLSrg/feed?sub_confirmation=1",https://www.youtube.com/watch?v=wL5g8_1qAyo,https://www.youtube.com/channel/UCS_tV06lrXa-yLDZaFTLSrg,"['bravissimo', ""it's good but the fugue was played too fast for me."", 'I have downloaded your performance to study it. Many thanks from Catalunya.', '3:53', 'Special version , very impressed to me', 'Bravo, maestro.']"
SlyHCjgMms4,,Maurice Ravel - Ondine from Gaspard de la nuit | Jenna Sung,20190415,419,1262,12,,0,"Performed by Maurice Ravel - Ondine from Gaspard de la nuit | Jenna Sung

---
Subscribe
https://www.youtube.com/channel/UCS_tV06lrXa-yLDZaFTLSrg/feed?sub_confirmation=1

#classicalmusi#konkurspianistycznybydgoszcz #filcharmoniabydgoszcz",https://www.youtube.com/watch?v=SlyHCjgMms4,https://www.youtube.com/channel/UCS_tV06lrXa-yLDZaFTLSrg,
xurJvkff8Xk,,"Okui Shio - I. J. Paderewski - Album de Mai: Caprice valse, Op. 10 No. 5",20240211,255,74,5,,0,"Okui Shio (Japan) - I. J. Paderewski - Album de Mai: Caprice valse, Op. 10 No. 5
_____________

The 12th International Paderewski Piano Competition   
The Honorary Patronage of the President of the Republic of Poland Andrzej Duda   
   
ORGANIZER:   
Paderewski Music Association in Bydgoszcz 1922-2022   
   
In co-operation with:   
🔴 Paderewski Pomeranian Philharmonic in Bydgoszcz   
🔴 Feliks Nowowiejski Academy of Music in Bydgoszcz   
   
The 12th International Paderewski Piano Competition is financed by:   
🔴 the Minister of Culture & National Heritage of Republic of Poland from the Fund of the Promotion of Culture as part of the “Music” program, implemented by the National Institute of Music and Dance,   
🔴 City of Bydgoszcz.   
   
Main partner of the 12th International Paderewski Piano Competition    
🔴 Kujawsko-Pomorskie Region.   
   
PARTNERS:   
🔴 The Roman Dmowski and Ignacy Jan Paderewski Institute for the Legacy of Polish National Thought   
🔴 The Ministry of Foreign Affairs of Poland (MSZ)   
🔴 Yamaha Inc.   
🔴 Kawai   
🔴 Fazioli   
🔴 Steinway & Sons   
   
🔴 Partner of the 12th International Paderewski Piano Competition - PWM Edition   
   
SPONSORS:   
🔴 SOLBET Sp. z o.o.  www.solbet.pl   
🔴 ALSTAL Grupa Budowlana sp. z o.o. sp. k www.alstal.eu   
🔴 PGE Polska Grupa Energetyczna S.A. www.gkpge.pl   
🔴 Miejskie Wodociągi i Kanalizacja w Bydgoszczy - spółka z o.o. www.mwik.bydgoszcz.pl   
🔴 VauPe sp. z o.o. www.vaupe.pl   
🔴 Inowrocławskie Kopalnie Soli Solino S.A. www.solino.pl   
   
MEDIA PATRONAGE:   
🔴 TVP Kultura   
🔴 Telewizja Polska S.A. Oddział w Bydgoszczy   
🔴 Dwójka   
🔴 Polskie Radio PIK",https://www.youtube.com/watch?v=xurJvkff8Xk,https://www.youtube.com/channel/UCS_tV06lrXa-yLDZaFTLSrg,
GXYhjhQLF-k,,"Ignacy Jan Paderewski - Miscellanea: Legende, Op. 16 No. 1 | Łukasz Byrdy",20201218,331,77,1,,0,"Ignacy Jan Paderewski - Miscellanea: Legende, Op. 16 No. 1 | Łukasz Byrdy

11th International Paderewski Piano Competition 2019

---
Subscribe
https://www.youtube.com/channel/UCS_tV06lrXa-yLDZaFTLSrg/feed?sub_confirmation=1",https://www.youtube.com/watch?v=GXYhjhQLF-k,https://www.youtube.com/channel/UCS_tV06lrXa-yLDZaFTLSrg,
xG0jgx2gLww,,"Krzyżowski Mateusz - I. J. Paderewski - Humoresques de Concert: Sarabande, Op. 14 No. 2",20231105,170,115,6,,2,"Krzyżowski Mateusz (Poland) - I. J. Paderewski - Humoresques de Concert: Sarabande, Op. 14 No. 2
_____________

The 12th International Paderewski Piano Competition   
The Honorary Patronage of the President of the Republic of Poland Andrzej Duda   
   
ORGANIZER:   
Paderewski Music Association in Bydgoszcz 1922-2022   
   
In co-operation with:   
🔴 Paderewski Pomeranian Philharmonic in Bydgoszcz   
🔴 Feliks Nowowiejski Academy of Music in Bydgoszcz   
   
The 12th International Paderewski Piano Competition is financed by:   
🔴 the Minister of Culture & National Heritage of Republic of Poland from the Fund of the Promotion of Culture as part of the “Music” program, implemented by the National Institute of Music and Dance,   
🔴 City of Bydgoszcz.   
   
Main partner of the 12th International Paderewski Piano Competition    
🔴 Kujawsko-Pomorskie Region.   
   
PARTNERS:   
🔴 The Roman Dmowski and Ignacy Jan Paderewski Institute for the Legacy of Polish National Thought   
🔴 The Ministry of Foreign Affairs of Poland (MSZ)   
🔴 Yamaha Inc.   
🔴 Kawai   
🔴 Fazioli   
🔴 Steinway & Sons   
   
🔴 Partner of the 12th International Paderewski Piano Competition - PWM Edition   
   
SPONSORS:   
🔴 SOLBET Sp. z o.o.  www.solbet.pl   
🔴 ALSTAL Grupa Budowlana sp. z o.o. sp. k www.alstal.eu   
🔴 PGE Polska Grupa Energetyczna S.A. www.gkpge.pl   
🔴 Miejskie Wodociągi i Kanalizacja w Bydgoszczy - spółka z o.o. www.mwik.bydgoszcz.pl   
🔴 VauPe sp. z o.o. www.vaupe.pl   
🔴 Inowrocławskie Kopalnie Soli Solino S.A. www.solino.pl   
   
MEDIA PATRONAGE:   
🔴 TVP Kultura   
🔴 Telewizja Polska S.A. Oddział w Bydgoszczy   
🔴 Dwójka   
🔴 Polskie Radio PIK",https://www.youtube.com/watch?v=xG0jgx2gLww,https://www.youtube.com/channel/UCS_tV06lrXa-yLDZaFTLSrg,"['Pięknie ❤', 'great piece and great pianist']"
SIKRTpac9-Y,,2016 CLIBURN AMATEUR: Yasuo Kurimoto (Preliminary Round),20160620,502,1083,22,,0,"Program:
GRANADOS, Allegro de concierto, op. 46
For competitor bios, performance schedules, and to watch live, visit cliburn.org",https://www.youtube.com/watch?v=SIKRTpac9-Y,https://www.youtube.com/channel/UC5Oz2fuXlILwEH4P96h2LLg,
RVIn1M_-FQk,,"Karol Szymanowski - Sheherazade from Masques, Op. 34 | Svetlana Andreeva",20180828,523,807,11,,1,"Karol Szymanowski - Sheherazade from Masques, Op. 34 | Svetlana Andreeva

---
Subscribe
https://www.youtube.com/channel/UCS_tV06lrXa-yLDZaFTLSrg/feed?sub_confirmation=1",https://www.youtube.com/watch?v=RVIn1M_-FQk,https://www.youtube.com/channel/UCS_tV06lrXa-yLDZaFTLSrg,['Beautyful music and interpreter. Thank you for sharing!']
2WrOUKvFFFM,,"Saienko Danylo - V. Kosenko - Etude in G-sharp minor, Op. 8 No. 1",20230326,115,52,4,,1,"Saienko Danylo (Ukraine) - V. Kosenko - Etude in G-sharp minor, Op. 8 No. 1
_____________

The 12th International Paderewski Piano Competition   
The Honorary Patronage of the President of the Republic of Poland Andrzej Duda   
   
ORGANIZER:   
Paderewski Music Association in Bydgoszcz 1922-2022   
   
In co-operation with:   
🔴 Paderewski Pomeranian Philharmonic in Bydgoszcz   
🔴 Feliks Nowowiejski Academy of Music in Bydgoszcz   
   
The 12th International Paderewski Piano Competition is financed by:   
🔴 the Minister of Culture & National Heritage of Republic of Poland from the Fund of the Promotion of Culture as part of the “Music” program, implemented by the National Institute of Music and Dance,   
🔴 City of Bydgoszcz.   
   
Main partner of the 12th International Paderewski Piano Competition    
🔴 Kujawsko-Pomorskie Region.   
   
PARTNERS:   
🔴 The Roman Dmowski and Ignacy Jan Paderewski Institute for the Legacy of Polish National Thought   
🔴 The Ministry of Foreign Affairs of Poland (MSZ)   
🔴 Yamaha Inc.   
🔴 Kawai   
🔴 Fazioli   
🔴 Steinway & Sons   
   
🔴 Partner of the 12th International Paderewski Piano Competition - PWM Edition   
   
SPONSORS:   
🔴 SOLBET Sp. z o.o.  www.solbet.pl   
🔴 ALSTAL Grupa Budowlana sp. z o.o. sp. k www.alstal.eu   
🔴 PGE Polska Grupa Energetyczna S.A. www.gkpge.pl   
🔴 Miejskie Wodociągi i Kanalizacja w Bydgoszczy - spółka z o.o. www.mwik.bydgoszcz.pl   
🔴 VauPe sp. z o.o. www.vaupe.pl   
🔴 Inowrocławskie Kopalnie Soli Solino S.A. www.solino.pl   
   
MEDIA PATRONAGE:   
🔴 TVP Kultura   
🔴 Telewizja Polska S.A. Oddział w Bydgoszczy   
🔴 Dwójka   
🔴 Polskie Radio PIK",https://www.youtube.com/watch?v=2WrOUKvFFFM,https://www.youtube.com/channel/UCS_tV06lrXa-yLDZaFTLSrg,['so beautiful']
N0oN3i3nHrY,,"Nakamura Yoshimi - I. J. Paderewski - Humoresques de Concert: Menuet, Op. 14 No. 1",20240114,212,191,1,,0,"Nakamura Yoshimi (Japan) - I. J. Paderewski - Humoresques de Concert: Menuet, Op. 14 No. 1
_____________

The 12th International Paderewski Piano Competition   
The Honorary Patronage of the President of the Republic of Poland Andrzej Duda   
   
ORGANIZER:   
Paderewski Music Association in Bydgoszcz 1922-2022   
   
In co-operation with:   
🔴 Paderewski Pomeranian Philharmonic in Bydgoszcz   
🔴 Feliks Nowowiejski Academy of Music in Bydgoszcz   
   
The 12th International Paderewski Piano Competition is financed by:   
🔴 the Minister of Culture & National Heritage of Republic of Poland from the Fund of the Promotion of Culture as part of the “Music” program, implemented by the National Institute of Music and Dance,   
🔴 City of Bydgoszcz.   
   
Main partner of the 12th International Paderewski Piano Competition    
🔴 Kujawsko-Pomorskie Region.   
   
PARTNERS:   
🔴 The Roman Dmowski and Ignacy Jan Paderewski Institute for the Legacy of Polish National Thought   
🔴 The Ministry of Foreign Affairs of Poland (MSZ)   
🔴 Yamaha Inc.   
🔴 Kawai   
🔴 Fazioli   
🔴 Steinway & Sons   
   
🔴 Partner of the 12th International Paderewski Piano Competition - PWM Edition   
   
SPONSORS:   
🔴 SOLBET Sp. z o.o.  www.solbet.pl   
🔴 ALSTAL Grupa Budowlana sp. z o.o. sp. k www.alstal.eu   
🔴 PGE Polska Grupa Energetyczna S.A. www.gkpge.pl   
🔴 Miejskie Wodociągi i Kanalizacja w Bydgoszczy - spółka z o.o. www.mwik.bydgoszcz.pl   
🔴 VauPe sp. z o.o. www.vaupe.pl   
🔴 Inowrocławskie Kopalnie Soli Solino S.A. www.solino.pl   
   
MEDIA PATRONAGE:   
🔴 TVP Kultura   
🔴 Telewizja Polska S.A. Oddział w Bydgoszczy   
🔴 Dwójka   
🔴 Polskie Radio PIK",https://www.youtube.com/watch?v=N0oN3i3nHrY,https://www.youtube.com/channel/UCS_tV06lrXa-yLDZaFTLSrg,
4m6dGayrAOM,,Franz Liszt / Niccolò Paganini - La Campanella - Alexey Sychev,20160415,290,596,13,,1,"Franz Liszt / Niccolò Paganini 
La Campanella
from Grandes études de Paganini, S.141

Performed by Alexey Sychev

---
Subscribe
https://www.youtube.com/channel/UCS_tV06lrXa-yLDZaFTLSrg/feed?sub_confirmation=1",https://www.youtube.com/watch?v=4m6dGayrAOM,https://www.youtube.com/channel/UCS_tV06lrXa-yLDZaFTLSrg,['So PERFECT !! 👌🤤']
1fm27NtKamQ,,"Ignacy Jan Paderewski - Album de Mai: Chant d’amour, Op. 10 No. 2 | Lynov Philipp",20201231,196,137,3,,0,"Ignacy Jan Paderewski - Album de Mai: Chant d’amour, Op. 10 No. 2 | Lynov Philipp

11th International Paderewski Piano Competition 2019

---
Subscribe
https://www.youtube.com/channel/UCS_tV06lrXa-yLDZaFTLSrg/feed?sub_confirmation=1",https://www.youtube.com/watch?v=1fm27NtKamQ,https://www.youtube.com/channel/UCS_tV06lrXa-yLDZaFTLSrg,
uPbo-L_G7Xw,,"Choi Young Sun - F. Liszt - Étude d’exécution transcendante: Fuex Follets, S. 139 No. 5",20231210,248,130,4,,0,"Choi Young Sun (Republic of Korea) - F. Liszt - Étude d’exécution transcendante: Fuex Follets, S. 139 No. 5
_____________

The 12th International Paderewski Piano Competition   
The Honorary Patronage of the President of the Republic of Poland Andrzej Duda   
   
ORGANIZER:   
Paderewski Music Association in Bydgoszcz 1922-2022   
   
In co-operation with:   
🔴 Paderewski Pomeranian Philharmonic in Bydgoszcz   
🔴 Feliks Nowowiejski Academy of Music in Bydgoszcz   
   
The 12th International Paderewski Piano Competition is financed by:   
🔴 the Minister of Culture & National Heritage of Republic of Poland from the Fund of the Promotion of Culture as part of the “Music” program, implemented by the National Institute of Music and Dance,   
🔴 City of Bydgoszcz.   
   
Main partner of the 12th International Paderewski Piano Competition    
🔴 Kujawsko-Pomorskie Region.   
   
PARTNERS:   
🔴 The Roman Dmowski and Ignacy Jan Paderewski Institute for the Legacy of Polish National Thought   
🔴 The Ministry of Foreign Affairs of Poland (MSZ)   
🔴 Yamaha Inc.   
🔴 Kawai   
🔴 Fazioli   
🔴 Steinway & Sons   
   
🔴 Partner of the 12th International Paderewski Piano Competition - PWM Edition   
   
SPONSORS:   
🔴 SOLBET Sp. z o.o.  www.solbet.pl   
🔴 ALSTAL Grupa Budowlana sp. z o.o. sp. k www.alstal.eu   
🔴 PGE Polska Grupa Energetyczna S.A. www.gkpge.pl   
🔴 Miejskie Wodociągi i Kanalizacja w Bydgoszczy - spółka z o.o. www.mwik.bydgoszcz.pl   
🔴 VauPe sp. z o.o. www.vaupe.pl   
🔴 Inowrocławskie Kopalnie Soli Solino S.A. www.solino.pl   
   
MEDIA PATRONAGE:   
🔴 TVP Kultura   
🔴 Telewizja Polska S.A. Oddział w Bydgoszczy   
🔴 Dwójka   
🔴 Polskie Radio PIK",https://www.youtube.com/watch?v=uPbo-L_G7Xw,https://www.youtube.com/channel/UCS_tV06lrXa-yLDZaFTLSrg,
7yOL12So2HA,,STEINWAY COMPETITION 2019 -  FINALS - AMICO SALVATORE -,20190411,503,1544,27,,3,STEINWAY COMPETITION 2019 -  FINALS - AMICO SALVATORE -,https://www.youtube.com/watch?v=7yOL12So2HA,https://www.youtube.com/channel/UCUOlTTxSNKMkrIURqZ4zJuw,"['Great job Amico!!  Loved your pieces.', 'Bien joué cousin', 'Super 😍👍👏']"
