id,mark_sub_level,title,upload_date,duration,view_count,like_count,dislike_count,comment_count,description,webpage_url,channel_url,comments
1l_MPZ8PU7U,0,Dreaming - ABRSM Grade 7 specimen (more) No. 15 - Sight-reading progress Oct 2023 #30piecechallenge,20240104,100,94,7,,4,"I've been hesitating to make it ""public"" but I've been trying to make the #30piecechallenge in 2023.
The 40/30/20 piece challenge has been quite popular among musicians in the past few years, I came across this challenge on the website ""Piano Syllabus"", and I'm tracking my pieces there.

The main idea is that most students only learn around 10 pieces each year, but practising more pieces is what actually fuels motivation and improves sight-reading significantly. I like this logic, so I decided to give it a try!

You can read more about this challenge here:
https://elissamilne.com/2015/02/04/where-did-the-40-piece-challenge-begin/

I think 40 pieces would be too many for me, so I went for the middle number: 30 pieces in a year, starting January 2023.

I've always practised a lot of sightreading, and it seems unfair to me to exclude this big part of my practice from the challenge. Since the start of the year, I have sight-read 8 books of sightreading pieces already and I usually read them twice, underline pieces that I find harder and read those again a third time. Seems fair to me to record 1 or 2 pieces/exercises from each of the books I go through and count them as ""1"" for this challenge. 
So here it goes, this is one of the pieces from the book: 

Piano Specimen Sight-reading tests (From 2009) Grade 7 More pieces
This exercise is from page 15 No. 15 ""Dreaming"".
I finished sight-reading this book on the 28th of October 2023.

I started posted these videos a while ago, then realized that they were bringing my views down significantly. Who wants to listen to slow sight-reading? I don't blame anyone lol 
But then I started not caring and I'm posting them anyways ahah

Like and subscribe to see if I'll make it to 30 pieces by December!

Grade 7 sight-reading is no joke...",https://www.youtube.com/watch?v=1l_MPZ8PU7U,https://www.youtube.com/channel/UCSoasSmoWrTAmeDUP65hl3A,"['Algo', '🤣🤣🤣❤️', 'Very good sight reading! It’s not easy to feel the correct Metrum in 5/8!', 'Thank you! 🙏🏻😊']"
bSUOB3coOAI,,60 days of practice: day 15 Rachmaninoff Prelude C Sharp Minor,20230608,57,531,22,,4,#rachmaninoff #rachmaninoffprelude #prelude #pianopractice #practicepiano #chopin #piano #classicalpiano #classicalmusic #music #classical #pianist,https://www.youtube.com/watch?v=bSUOB3coOAI,https://www.youtube.com/channel/UCGErFuoNnSdk6kCDKUpuExQ,"['How much every day?', '2-3-4  hours, every day is different.', '\xa0@volhapiano3452\xa0 Bravo. On this piece alone or piano in general?', 'On piano in general😊']"
iEV76eBJJaw,,60 days of practice:  day 40 Chopin Fantaisie-Impromptu | The Most Romantic Part,20230705,96,329,14,,4,#chopin #chopinfantaisieimpromptu #fantaisieimpromptu #pianopractice #practicepiano,https://www.youtube.com/watch?v=iEV76eBJJaw,https://www.youtube.com/channel/UCGErFuoNnSdk6kCDKUpuExQ,"['Очень хорошо....❤', 'Большое спасибо🤗🥰🤩', ""this small section of Fantaisie-Impromptu is my favorite, cause it's basically a mini nocturne. also quite a nice break from the madness that is the rest of the piece. nice playing! you really captured the mood well ^^\nI can tell you practiced this a lot"", 'Thank you so much🤗']"
H0OFr5-nsIk,,하농 31번 효과적 연습법 둘,20220712,29,24,,,,,https://www.youtube.com/watch?v=H0OFr5-nsIk,https://www.youtube.com/channel/UCztTKflXnyZ4vfWCQKO3nPw,
5p-aSlA1r28,,Piano Practice Day 15 of 30 Tchaikovsky Polka,20230508,41,36,12,,0,#tchaikovsky #polka #pianopractice #practicepiano #chopin #piano #classicalpiano #classicalmusic #music,https://www.youtube.com/watch?v=5p-aSlA1r28,https://www.youtube.com/channel/UCGErFuoNnSdk6kCDKUpuExQ,
sSi69i955Jg,,60 days of practice: day 18 Chopin Fantaisie - Impromptu Speed up....a little😊,20230611,95,5969,248,,42,#chopin #chopinfantasie #fantaisieimpromptu  #pianopractice #practicepiano #chopin #piano #classicalpiano #classicalmusic #music #classical,https://www.youtube.com/watch?v=sSi69i955Jg,https://www.youtube.com/channel/UCGErFuoNnSdk6kCDKUpuExQ,"['Es un excelente progreso😍😍🎉🎉 Crees que puedas aconsejarme de como practicar esta pieza?, es mi pieza favorita pero es muy dificil', 'I love hearing the little nuances at this tempo. Just perfect.', 'Thank you very much\U0001faf6👍', ""I'm learning the same piano piece. After 10 days I'm still fighting polyrhythm 4vs3. But I don't give up"", 'Good luck😀', 'It is great!I want to play this more than anything.', 'Thank you😊', 'Well played ❤👏👏', 'Thank you🤗', 'i can never get this right', ""Don't give up)😊"", 'Learning piano is like Building constructions, but more emotional🙏😍thank you my dear for sharing your works !!!!', 'Yeah I know but for now I only  think about notes😔', ""Dude, that is impressive what you have done in just 18 days.  After two months I still can't play Für Elise anywhere near correctly."", 'Thank you very much. I have been playing the piano for a very long time. Für Elise is not such an easy piece.', '\xa0VolhaPiano\xa0 Oooh.  I thought you meant this was your first 18 days.  Now I feel a bit less worse about my progress.', ""I'm glad you're feeling better🤗"", 'Wow how have you learned this in just 18 days', 'I have a musical education, so I learn quickly', 'WOOW! Well done and with that steady tempo', 'Thank you so much for the kind words🥰', ""It's great for 18 days \nNice work 👏👏"", 'Thank you so much🤗', ""Noice tempo buh i would point out some things you can get into \n\n@ 0:27 you can go rubato this way the next section will have more impact and obviously the thumb accents should be more(get thumb thumb into the piano)followed by the 1 e^ and ah accents and @ 0:46 accent the bass(crescendo)with your pinky it sounds great that way and the second chord of the chromatic thing should be arpeggiated anyways nice improvement \n\nPS:Hope you remembered me from the last video comment \n\nAlso do watch masterclasses especially katsaris's and Lang lang's \n\nThank you keep practising."", 'Thank you🤗', 'Very steady tempo, keep it up! It sounds very impressive!', 'Thank you very much❤️', 'That was awsome just put it on 1.5 speed and it sound perfect!', ""I can play it very fast by loosening up a bit but I lose rhythm. That's the hard part"", 'Try to emphasize every 4th note in your right hand', 'just beautiful man', 'girl (women)🙄', 'It sounds great 🔥', 'Thank you🤗', 'Отлично!!! 👏👏👏🌹❤️', 'Спасибо большое, мне очень приятно)', 'Great tempo', 'Thank you, but I need it faster)', 'That was great.', 'Thank you very much❤️', '\xa0VolhaPiano\xa0 btw, I intend to learn how to read scores. May I ask you how did you start?', 'I started a long time ago, when I was 6 years old at a music school)']"
d4VLd7HPrnc,0,"Bach prelude, G major WTC book 1",20221211,70,39,4,,0,,https://www.youtube.com/watch?v=d4VLd7HPrnc,https://www.youtube.com/channel/UCNYXoB4duLvrUR5ERSAHjNg,
gfuaRYQQbYk,,60 days of practice: day 17 Beethoven Sonata,20230610,74,87,10,,0,#beethoven #beethovensonata #sonata  #pianopractice #practicepiano #chopin #piano #classicalpiano #classicalmusic #music #classical #pianist #musician,https://www.youtube.com/watch?v=gfuaRYQQbYk,https://www.youtube.com/channel/UCGErFuoNnSdk6kCDKUpuExQ,
Mb0UlYIFHhY,,ABRSM 2023 & 2024 - A:2 Dragonflies (Grade 1 Piano Exam),20230405,43,181,7,,2,"I started learning how to sight read about 1 and a half months ago.

Here's one of ABRSM's Grade 1 piano exam pieces. It' a very simple one. I will increase the difficulty gradually and see how far I can get this year. Subscribe if you'd like to follow the journey ;) I would be very grateful.

Piano - Yamaha Clavinova CLP 745
Visuals - SeeMusic
Audio - Originals Intimate by Spitfire Audio

#dragonflies #abrsm #piano #abrsmexapiano #abrsmpianoexam",https://www.youtube.com/watch?v=Mb0UlYIFHhY,https://www.youtube.com/channel/UCV_NSE1aLQt04b9CHUX4l7Q,"['Very nice and small piece, played very lovely!\nSubscribed for more 👍🏻🎶', 'Thanks! 🙏🏽']"
AAV0XzTq-Ag,,Bach: French Suite No. 2 in C Minor: Allemande (BWV 813),20230329,209,291,12,,2,#Bach #allemande #FrenchSuite,https://www.youtube.com/watch?v=AAV0XzTq-Ag,https://www.youtube.com/channel/UCARhyyxNbUEim4VCL16_YSg,"['And your cat loves Bach too! 😊', 'haha, indeed. well spotted :)']"
jje--8VqhMY,0,Improve your sightreading 6 - P. Harris Sight-reading progress Mar 2023 #30piecechallenge,20231214,91,125,6,,2,"I've been hesitating to make it ""public"" but I've been trying to make the #30piecechallenge this year.
The 40/30/20 piece challenge has been quite popular among musicians in the past few years, I came across this challenge on the website ""Piano Syllabus"", and I'm tracking my pieces there.

The main idea is that most students only learn around 10 pieces each year, but practising more pieces is what actually fuels motivation and improves sight-reading significantly. I like this logic, so I decided to give it a try!

You can read more about this challenge here:
https://elissamilne.com/2015/02/04/where-did-the-40-piece-challenge-begin/

I think 40 pieces would be too many for me, so I went for the middle number: 30 pieces in a year, starting January 2023.

I've always practised a lot of sightreading, and it seems unfair to me to exclude this big part of my practice from the challenge. Since the start of the year, I have sight-read 8 books of sightreading pieces already and I usually read them twice, underline pieces that I find harder and read those again a third time. Seems fair to me to record 1 or 2 pieces/exercises from each of the books I go through and count them as ""1"" for this challenge. 
So here it goes, these are two of the hardest pieces from the book: 

Improve sightreading 6 - P. Harris
The exercises are from page 35 ""Yoghurts and berries"" and pag. 36 ""Snakes and ladders"".
Had to record them twice because the first time I recorded them vertically xD
I finished sight-reading this book in March 2023.
I've currently completed 63% of the 30 pieces and I should be at 68%. I'm a bit behind!

I'll post other excerpts in the following weeks, every Thursday at 2:30pm UK time.

Like and subscribe to see if I'll make it to 30 pieces by December!",https://www.youtube.com/watch?v=jje--8VqhMY,https://www.youtube.com/channel/UCSoasSmoWrTAmeDUP65hl3A,"['Nice practice for sight reading 👏🏻', '☺️❤️']"
3t3OkWlIv_4,,Çalıkuşu Jenerik (piano cover),20230909,116,253,9,,7,"My mom loves this piece :) 
A little edited version.


#piano #çalıkuşu",https://www.youtube.com/watch?v=3t3OkWlIv_4,https://www.youtube.com/channel/UCXVXYHHNtj4HWwTkMFiQlIw,"['Какая модель пианино у тебя ?', 'Yamaha P-45', 'very nice david', 'Thanks! How do you know my name? 😅', 'from Turkey with love', 'Bravo! Un capolavoro. Grazie per la musica!', 'Grazie anche a te!']"
Kij7AOMoAe8,,Piano practice Day 7 of 30 Tchaikovsky Sweet dream,20230430,53,39,7,,4,#tchaikovsky #sweet #dream #sweetdream #practicepiano #pianopractice #music,https://www.youtube.com/watch?v=Kij7AOMoAe8,https://www.youtube.com/channel/UCGErFuoNnSdk6kCDKUpuExQ,"['this simple Melody is something beautiful that does not go unnoticed. Sounds really good🤗', 'Thank you so much❤', '👏👏👏 превосходно.  🌹👍', 'Большое спасибо🤗']"
24f52cBNneQ,,Bach - Invention No.8 in F,20231226,79,141,9,,8,"As a part of the challenge with my mate @pianopracticediary I should have done this in 15 days. Total time is 20 hours. I hope it works.




#piano #bach #bachinvention #pianobeginner #pianopractice",https://www.youtube.com/watch?v=24f52cBNneQ,https://www.youtube.com/channel/UCXVXYHHNtj4HWwTkMFiQlIw,"['А что сложнее этот или 13?', '13 на мой взгляд, не учитывая, что это моя первая инвенция.', 'Имба!!!', 'Штош, поздравляю! Найс Перфомансе, как говорится.) А что за челендж такой был, и где их дают?\nА так, вроде бы, мощная штука, эти челленджи - сразу и лень пропадает, и пальцы начинают быстрее шевелиться. Еще, по-моему, раньше, когда это не было мейнстримом, называли это другим словом: ""на спор"", "" на слабО"" - всегда работает. 😆\np.s. Не понял немного 20 houes - реально 20 часов или все-таки 20 минут? 🤔', '20 часов практики за 15 дней и спасибо. Челленжи выдают хорошие люди :)', '\xa0@mrsmokpiano\xa0 то есть в принципе такое реально выучить за 2 недели и часу практики в день, если никогда ранее не разбирал Баха? (До-Мажор Прелюдию не считаем))', '\xa0@OlegGultayev\xa0я разбирал Баха, часа в день в таком случае не хватит.', '\xa0@mrsmokpiano\xa0 ок, понял-принял. Остаюсь на Шопене. 😆']"
w4JqtBiXezw,,Tchaikovsky Waltz Piano Practice Day 18 of 30,20230511,34,77,12,,0,#tchaikovsky #waltz  #pianopractice #practicepiano #chopin #piano #classicalpiano #classicalmusic #music,https://www.youtube.com/watch?v=w4JqtBiXezw,https://www.youtube.com/channel/UCGErFuoNnSdk6kCDKUpuExQ,
2aDn5B4l6mk,0,Fantaisie Impromptu (Self-Taught Progress),20220809,337,890,34,,10,"Chopin - Fantaisie Impromptu 

I've been practicing this piece on and off since January. The progress is decent but it's still far from perfect. 

It's been 2y now since I started playing the piano so it's definitely possible to learn hard pieces if you're a beginner/intermediate. Hope this inspires some of you to learn your favourite classical pieces ;)

If you liked it, leave a like. If you loved it, consider subscribing ;)

Piano - Yamaha P45
Software - SeeMusic

You can find more piano content at:
https://www.tiktok.com/@luiscgraca
https://www.instagram.com/luisgracapiano

Thanks for watching!

💸 If you would like to help me upgrade my equipment so I can produce better videos, you can do so here:

☕ https://www.buymeacoffee.com/luisgraca
💰 https://www.paypal.me/luiscgraca
Bitcoin: 382Ltrh6JGxHkdSZ8NY8pDCciZsLuHE6UR

#Chopin #FantaisieImpromptu #ClassicalMusic #YamahaP45 #Piano #SelfTaught",https://www.youtube.com/watch?v=2aDn5B4l6mk,https://www.youtube.com/channel/UCV_NSE1aLQt04b9CHUX4l7Q,"[""Hi! I'm really inspired by your video especially your self-improvement one, may I ask during this period or even the earlier piano pieces you practiced were you practicing with sheet music or through videos? I want to try to learn more classical pieces but I feel discouraged bc I read sheet music really slow (should I learn how to read them first or still practice through videos of people playing it?) Thank you for your time :)"", ""Hi! Thank you 🙏🏼\nAll pieces shown in the progress video were learned through synthesia videos.\nIt depends on your goals with the piano to be honest. If you are very serious about classical music, learning how to read music would be great, as they're pretty hard to play by ear. If you just play for fun and you don't really care if you can read or not - you just want to be able to play the piece - then I think learning through videos works. Nowadays I do a mix of synthesia / sheet music / playing by ear, depending on the piece. Hope it helps 👍🏼"", 'Hey nice work mate ! I sent you a message on instagram, could you check it if you have time ?', 'Thank you, Nathan! I replied', ""that's pretty good"", 'Thanks! 🍗', 'Excellent', 'Thanks 🤝🏼', 'Maravilhoso', 'Obrigado!']"
IyeW13t-PNc,,60 days of practice: day 41 Chopin Nocturne op.9 no.2,20230706,62,886,39,,7,#chopin #chopinnocturne # nocturne #pianopractice #practicepiano #piano #classicalpiano,https://www.youtube.com/watch?v=IyeW13t-PNc,https://www.youtube.com/channel/UCGErFuoNnSdk6kCDKUpuExQ,"['Well done. You got this!!<3', 'Thank you so much🤗', 'nice', 'keep it up:>> !!', '60day .-.', '🤔', '\xa0@volhapiano3452\xa0 so good!']"
N9kd-KllOgI,,"My first Grieg ❤️ ""Puck"" (Lyric Pieces, Op 71 No  3)",20230701,145,110,12,,7,"Grieg - Puck 
Lyric Pieces, Op. 71 No.  3
Grade 6 ABRSM
Piano progress 2 years 6 months",https://www.youtube.com/watch?v=N9kd-KllOgI,https://www.youtube.com/channel/UCSoasSmoWrTAmeDUP65hl3A,"['Love it! ❤👏🏻🙏', 'Thank you 😍❤️', 'Great piece! I love the lyrical pieces. Full of hidden gems!', 'Yes! This one’s so full of character 😄', 'I love this piece, it’s so much fun! 🤩\nYou played so so good 👏🏻👏🏻', 'Glad you like it! 😍 It is very fun, did you learn it before? ☺️', ""Well, this was a challenge! My final goal was to reach 130 bpm, but I'm playing at around 115 bpm and it's already uneven and with more mistakes than I would like ahah The struggle with technique is real, but I made it a goal to practice technique at least 30 minutes every day, and we'll see where I'll be in the next few months! Even with the struggle and mistakes, I didn't end up hating this piece, it's really great! \nI promise I'll also try to fix that tension 😱\n\nEdit: I kinda hate it after listening to this recording a few times 😂😂""]"
dRqmbkYvTgY,,01 | Chopin Etude op.10 no.1| First Step | Practice,20231005,79,345,18,,6,"#chopin #etude #pianopractice #practicepiano #piano #classicalpiano #classicalmusic #music 

Hi everyone

Thank you so much for listening!

PLEASE - THUMBS UP👍, SUBSCRIBE AND CLICK 🔔 for more contents!!! 

More about me: 

Instagram 
https://instagram.com/volha_piano

Tiktok https://www.tiktok.com/@volha_piano
https://www.tiktok.com/@olga_piano

Facebook

https://www.facebook.com/profile.php?id=100094349822610


If you would like to support me:

https://www.buymeacoffee.com/volhapiano

https://www.paypal.me/volhapiano

https://www.patreon.com/volha_piano",https://www.youtube.com/watch?v=dRqmbkYvTgY,https://www.youtube.com/channel/UCGErFuoNnSdk6kCDKUpuExQ,"['Welcome back my Dear !', 'Thank you😊', 'I would like to ask you if anyone has used piano plugins (preferably free) and knows how to install and configure them.  PLEASE  write to me on Instagram or Facebook.  Links are  in the description.', ""heyy that's really good! keep going volha!!"", '🤗🤗🤗', ""Hi everyone😀 It's me again🤗""]"
IO5Utw3OYlw,,First time adding my own ornaments ❤️ Scarlatti K322,20231021,164,137,8,,3,"Scarlatti K322
Hours count: 21h 45
Recorded 3 September 2023",https://www.youtube.com/watch?v=IO5Utw3OYlw,https://www.youtube.com/channel/UCSoasSmoWrTAmeDUP65hl3A,"['I\'ve heard this piece online and immediately fell in love with it, it sounds so happy! After starting to learn it I realized it is not very hard, especially because of the simple one-note pattern in the left hand, so I decided to give it a try and add ornaments, which was a must in baroque music. I first learned notes as written, then I had to modify my muscle memory to add the ornaments, and finally I also had to change some ornaments again because they sounded weird. Learning a new piece it\'s always a journey :)\nI\'m currently reading a book on baroque ornaments and just found out that it\'s a whole different world! The decorations I added here are a mix between modern and antique, but I\'ll see if I can learn it the ""antique way"" for the future, I find it very interesting!\nEnjoy ❤️', 'This sounds great! I like your ornaments 👏🏻', 'Thank you!! 😊']"
AVRiWgaNgag,,3 years piano progress - Bach Sinfonia N.  7,20231223,153,301,18,,9,Bach Sinfonia N. 7,https://www.youtube.com/watch?v=AVRiWgaNgag,https://www.youtube.com/channel/UCSoasSmoWrTAmeDUP65hl3A,"['You did it!🎉\nI still would’ve preferred legato, but you make a convincing case for non-legato. Very well done👏👏\nSo I wonder, whats next?', 'Yeiii ahahah I’ll try it legato too 😜 Next are harder and harder pieces 😂', 'Very nice Sinfonia. Bach is always good 😊', 'I agree, I love Bach! Thank you for watching 😀🥰', 'Well done! It sounds great. This video just gave me a lot of inspiration to keep learning how to play the piano, I started practicing about a week ago.', 'That’s great to hear, and thank you! Best of luck in your journey 😍', ""Unfortunately, I don't have the hour count of this piece, but for those who have been following my weekly progress shorts, you know how hard it was. I would guess I spent 40 hours on this!\nIt was all worth it though because I'm so in love with this piece 😍"", 'Very nice rendition of this sinfonia - I can clearly hear all those different voices. Beautiful! 👏🏻', 'Yeiiii thank you! It was worth all the hours :D']"
fPA9Az2Ef3I,,Handel/Halvorsen - Passacaglia (5 octaves),20230125,145,5924,211,,39,"NOTE: Played by an amateur.
33,5 hours spent and still not a result that I expected. I will learn the following pieces through another method. I can't spend more time on this piece, because I already just playing through the entire piece for more than 1 month, so I hope you can enjoy it. Thank you for watching!
#piano #passacaglia #music #classicalmusic #handel #handelhalvorsen #halvorsen",https://www.youtube.com/watch?v=fPA9Az2Ef3I,https://www.youtube.com/channel/UCXVXYHHNtj4HWwTkMFiQlIw,"['❤', '""BRAVO, BRAVO, BRAVO!!!', 'GRACIAS POR MOSTRARME COMO DEBE TOCARSE.', 'Thank you very much for nice  music', ""I'm glad you like it 👍"", 'You need a sustain pedal ..👍', 'I had the one here but wrongly usage.', '❤', 'This is how it should be played - with appropriate rhythm and tempo (not mechanically)\n\nhttps://youtu.be/vDmw65QvlQQ', ""WOW! absolutely beautiful! you have wonderful technique! you've inspired me to learn this piece, thank you so much :-) I think you play it exquisitely!"", ""Good luck with it, it's not a very hard piece."", 'Молодець! Продовжуй в тому ж напрямку!', ""Дякую, обов'язково!"", 'красава!', 'Сука, до слёз, красива', 'Спасибо, это только начало!', 'Вот смачина молодец 😳', 'идеально сыграл', '\xa0@Talos202\xa0 И все равно проиграл!', 'Opee !', 'Merci beaucoup! Lotr soundtrack for $10?', 'For me little bit too fast and main melody doesnt have that flow and need use sustain pedal to make sound :P but its my opinion only... Great u reconize that I played that also is beautiful piece.', ""It's an original tempo, but I can be a little out of tune since my playing doesn't stable in terms of time. Will be working on it. I've used a pedal, no idea what you mean. Is it the wrong usage or it is about making other dynamics?"", 'Красиво сыграно 👌', 'Спасибо!', '👏👏👏👏👏молодец !', 'Спасибо, но давай критику в телегу 😂', 'Хорошо играешь) \nСможешь записать какой нибудь саунд из властика?', 'Спасибо, пока не планирую, весной можно подумать:)', '\xa0Mr.SmoKkkk\xa0 сколько понадобилось времени чтобы научится так играть?', '\xa0@flokifloki1662\xa0 200 часов где-то. Можно сильно быстрее, если играть каждый день.', '\xa0@flokifloki1662\xa0 Если есть сильная любовь к музыке и желание играть темы из лотра и прочее, то покупай инструмент) \nНезабываемые ощущения когда у тебя получается играть.', '\xa0Mr.SmoKkkk\xa0 нужен учитель? Или можно научится играть самому?', '\xa0@flokifloki1662\xa0 Советы от учителя да, но они есть на ютубе. Например, канал My piano. Все остальное самому реально.', 'Nice piece, well played👍\nI think one can practice for more than one month if he‘s unsatisfied with the results😉\nIf I may give a little constructive criticism:\nIn the beginning it feels like you‘re releasing the pedal just a little bit too early, so the chords are disconnected.\nAlso more variation in the dynamics would be nice.', ""Thank you for the comment. I guess if I wouldn't be bored by this piece I would add something like cresсеndo, but I'm done playing more and feel stuck in progress.😅"", '\xa0Mr.SmoKkkk\xa0 I understand. Also, what is the other method you mentioned for the upcoming pieces?', ""\xa0@pianopracticediary\xa0 It's about learning sheet music as fast as you can, then practicing parts. I guess it's called analysis. For example, this piece I learned in a method where you just bring sheet music and go through the piece while trying to play parts very good in the first time when you see them, but this is a long journey process and you will play the first parts better than the middle and the end. It is can be seen even in this video. The piano teacher, which helped me for free said that her students are trying to learn pieces by going left hand 2 times from sheet music and 1 time from memory for 2-4 measures, then the same for the right hand and together. Then in the next day shouldn't repeat this part and go to the next. I might add another feedback to this method when I'll be close to finishing memorizing any piece."", '\xa0@pianopracticediary\xa0 Update: this method is good for remembering sheets, but not for mastering a piece. But the pattern about not repeating the same parts every day works fine here as well.']"
g2ckTRQtxug,,"L.V. Beethoven ""Für Elise"" 2 Theme",20210202,50,88,5,,0,"L.V. Beethoven Für Elise 2 Theme


My Instagram : https://www.instagram.com/volha_piano/

#piano #classicalpiano #classicalmusic 
#music #classical # pianist #beethoven #fürelise #musician #pianoplayer #grandpiano #pianovideo #lovepiano #pianosolo",https://www.youtube.com/watch?v=g2ckTRQtxug,https://www.youtube.com/channel/UCGErFuoNnSdk6kCDKUpuExQ,
ocrszGeFIZg,,C. Debussy Suite Bergamasque Passepied,20210219,43,57,6,,0,"C.Debussy Suite Bergamasque Passepied

My Instagram: https://instagram.com/volha_piano?igshid=vpm5f83whjwg

#piano #classicalpiano #classicalmusic 
#music #classical # pianist #bach #air 
#musician #pianoplayer #grandpiano #pianovideo #lovepiano #femalepianist 
#pianosolo #pianocover #sonata #minor #major #пиано #пианино #фортепиано # классика #музыка #классическаямузыка #минор #мажор",https://www.youtube.com/watch?v=ocrszGeFIZg,https://www.youtube.com/channel/UCGErFuoNnSdk6kCDKUpuExQ,
0KWFdbu1Cn8,,60 days of practice: day 21 Chopin Waltz  Little Progress but Middle Section👎,20230614,107,126,14,,6,#chopin  #chopinwaltz #waltz #pianopractice #practicepiano  #classicalpiano #classicalmusic,https://www.youtube.com/watch?v=0KWFdbu1Cn8,https://www.youtube.com/channel/UCGErFuoNnSdk6kCDKUpuExQ,"['Maravilloso', 'Thank you very much🤗', 'This is one of my favourite piano masterpieces all time 🤗', 'I love it too❤️', 'Очень хорошо!🤗👏👏👏❤️🌹', 'Большое спасибо)😘😘😘']"
lnbukA2kjuA,2,F. Chopin - Prelude №20 op.28,20231028,97,159,17,,37,,https://www.youtube.com/watch?v=lnbukA2kjuA,https://www.youtube.com/channel/UCtBh6e4qPMgJx4O6hL3OHQA,"['Congratulations, very good performance !!!Excellent job!', 'Thank you so much for your support  !!! 💛😊', ""Nicely performed😊😊 Chopin's work is always romantic and lyrical😍😍 Thanks for sharing such a nice performance 🙏🙏!!!Big Like 15!!!"", 'Thank you so much for your nice words !!! 😊⚘', 'I love Chopin 🎹🎶 Thanks!!!!❤', 'Thank you so much for your comment,  Antonio! 💛, Chopin is one of my favorite composers 😊', ""I can't pick one thing and say you're great at this because in my eyes you're great in every way. 🎈🎈🎉🥳🎊🎬👍🙌👏👍👍👍"", 'Thank you so much!!! 💛, you made my day ☺', 'Шопен прекрасен! Замечательное исполнение! Спасибо большое, что поделились с нами!', 'Это вам большое спасибо,  что заглядываете на мой канал 😊. Я очень рада, что вам понравилось !!!', 'Очень нравится ваш перформанс! Всегда рад новым видео!\xa0@PianomusicwithIuliia\xa0', '\xa0@frenchpromenade\xa0  Благодарю вас ! 😊', 'This is gorgeous. I love how you did this Chopin prelude with all of the subtleties done just right.', 'Thank you so much!!! 😊', 'Have a wonderful weekend 😊\nNew subscriber here \nI love this prelude souch\n멋진 연주입니다👍', 'Thank you so much for your nice words and for your support !!!💛😊', 'Beautiful performance, sounds lovely 🎹🎵 Subscribed!', 'You made my day 😊, thank you so much for your nice words !!! 💚', 'Beautiful played', ""I'm happy that you like it, David 😊 Thank you so much for your kind words !!!💙"", 'interesting beautiful piece 🎹🎶', 'Beautiful performance enjoyed it 9 👍', 'Thank you so much for your nice comment 💛', 'So beautiful! ︎Your playing is amazing. Thank you for sharing ❤️ I subscribed to your channel.', 'Thank you so much for your nice words !!! 💛', 'I love Chopin 🎹🎶\nThis is very beautiful\nThanks for sharing', 'I love Chopin too 🙂. Thank you so much for your comment !', 'That was wonderful! Beautiful playing !!', 'Thank you so much!', 'Great playing!☺️\nSounds so beautiful🎶', 'Thank you very much for your kind words! Your playing is so nice, - I subscribed to your channel 😊', '\xa0@PianomusicwithIuliia\xa0 Thank you so much✨', 'You played this Prelude with deep emotion and passion - it was a delight to listen to your rendition ✨\nSubscribed to your channel 👍🏻🎶', ""Thank you so much! I'm trying... hope, one day I will play like you 🙂, your playing is wonderful! Subscribed to your channel !"", '\xa0@PianomusicwithIuliia\xa0 thank you, you’re so kind ☺️🙏🏻', 'Beautiful piece, love it!!!', 'Thank you so much ! 🙂']"
XWXk9q7zhYk,,Chopin Waltz | Practice,20240111,73,33,8,,2,"#chopin #waltz #pianopractice #practicepiano #piano #classicalpiano #classicalmusic #music #classical #pianist #musician  #classicalpianist #pianoplayer #pianoforte #instapiano #pianovideo #pianomusic 

Hi everyone

Thank you so much for listening!

PLEASE - THUMBS UP👍, SUBSCRIBE AND CLICK 🔔 for more contents!!! 

More about me: 

Instagram 
https://instagram.com/volha_piano

Tiktok https://www.tiktok.com/@volha_piano
https://www.tiktok.com/@olga_piano

Facebook

https://www.facebook.com/profile.php?id=100094349822610


If you would like to support me:

https://www.buymeacoffee.com/volhapiano

https://www.paypal.me/volhapiano

https://www.patreon.com/volha_piano",https://www.youtube.com/watch?v=XWXk9q7zhYk,https://www.youtube.com/channel/UCGErFuoNnSdk6kCDKUpuExQ,"['Very good practice!\nLooking forward to the whole piece 😃', 'Thank you so much❤️']"
0xpeu2JnQfA,,Sonate e moll Hydn 1st movement,20210308,52,49,9,,0,"Sonate e moll Hydn 1st Movement

#piano #pianist #music #pianocover #classicalmusic #pianomusic #love #instagood #instagram #beautiful #beethoven #chopin #classicmusic #музыка # пианино #пианист #piyanist #pianoforte #音楽 #ピアノ#بيانو #피아노 #음악 #pianoman #keyboard #classic #pianisolo",https://www.youtube.com/watch?v=0xpeu2JnQfA,https://www.youtube.com/channel/UCGErFuoNnSdk6kCDKUpuExQ,
K5s5Tngnveg,,60 days of practice: day 51 | Beethoven Sonata no.2,20230721,77,411,22,,4,#beethoven #beethovensonata #sonata  #pianopractice #practicepiano #piano #classicalpiano #classicalmusic #music,https://www.youtube.com/watch?v=K5s5Tngnveg,https://www.youtube.com/channel/UCGErFuoNnSdk6kCDKUpuExQ,"['Beethoven would have appreciated your work !', 'Thank you so much😊', 'solid performance as always! nice work!', 'Thank you so much!!!🤗']"
